run_time,distance,delta,axis1,axis2,axis3
1.354802847,0.500199693,462.9090478,128.5175731,-29.51827271,141.4821587
1.354748249,0.5731468,467.1865215,126.3698876,-48.32062697,143.6238963
1.354143143,0.258190974,433.6921869,130.0409779,16.27144774,139.9477016
1.354002476,0.156693181,394.9498436,125.8796152,20.65046442,144.1177142
1.353520155,0.228622883,368.0611752,126.404532,4.747436699,143.5911057
1.353110552,0.063203235,420.1497177,127.9229637,19.98378824,142.0769867
1.352604151,0.339139747,391.9040726,128.1015264,-12.45883212,141.898546
1.352589607,0.192523042,218.6376259,52.54647621,8.502258954,-142.5434403
1.352583885,0.141302293,183.987605,52.7488313,2.325283743,-142.7457079
1.352535963,0.567059411,472.0461507,127.2544169,-52.67267612,142.7403897
1.352451801,0.208421155,203.862836,53.73646288,-13.49008624,-143.7390468
1.352385759,0.526307259,291.8562366,54.76468605,-54.95958804,-144.7569037
1.352190495,0.537886633,459.9845146,126.2952055,-46.64776953,143.7045661
1.352184772,0.11612298,197.5554846,51.73054943,13.94964511,-141.737947
1.352007389,0.300312725,392.5008442,125.8533939,-2.467792854,144.1427954
1.35191226,0.193279923,380.393417,126.6327445,12.54307434,143.3614385
1.351542473,0.290837515,381.1675052,129.9855503,-4.296595801,140.0049017
1.351446629,0.32520705,229.6698592,53.8332991,-22.28154707,-143.8369526
1.351026058,0.474552747,282.4793952,54.09659145,-52.23438651,-144.1026908
1.350929737,0.581294126,490.7167877,125.1778035,-44.34375017,144.8180491
1.350842476,0.165162559,424.0266103,125.383066,27.64694527,144.6133138
1.350568295,0.418138098,417.4858827,125.3720938,-25.4017357,144.6338289
1.350453377,0.151009059,404.3816596,125.1002528,24.4989992,144.8913987
1.348981619,0.446019718,434.5393617,125.6713117,-24.63245825,144.3259249
1.348775864,0.480231785,442.3730787,126.725481,-30.86447323,143.270887
1.348770618,0.311906034,270.4575599,53.89160494,-2.361613476,-143.8854787
1.348646879,0.174888251,192.2346971,53.98645724,-5.459549736,-143.9959481
1.348593473,0.404627023,494.4284563,126.2803688,4.36949461,143.7146566
1.348545551,0.44655748,273.4454207,52.74331744,-38.68334313,-142.7433805
1.348273993,0.341145851,243.5210011,54.20517945,-21.26094137,-144.2042862
1.348232269,0.208870685,217.8754071,54.76292642,4.907972493,-144.7541219
1.34822011,0.295054554,386.772522,125.8591628,-3.486414892,144.1331501
1.347994804,0.22560793,377.5215805,125.9887138,-0.980296244,144.0080649
1.347969532,0.174461681,382.1462812,126.4361858,14.22742763,143.5712824
1.347895861,0.121795048,234.6530163,54.31113934,34.82797088,-144.3122859
1.347828388,0.301870481,412.2103203,126.2345118,-19.97746297,143.7597861
1.347699881,0.133803022,204.1391109,54.25275218,16.2089795,-144.2541985
1.347632647,0.289106817,216.4663277,54.38871399,-19.11523109,-144.3872549
1.347365856,0.351594821,242.86704,54.7775124,-31.75235988,-144.7706205
1.347344875,0.340647768,256.3023125,47.67822672,-14.68352058,-137.6757249
1.347110987,0.528250509,472.461709,128.4025781,-34.28940492,141.5961453
1.346818447,0.123865702,224.1761422,54.66936973,14.38308016,-144.6681377
1.346713305,0.116724363,205.3114556,52.99062547,21.57624397,-142.9861268
1.346589088,0.053830913,416.1250205,126.9084692,31.3439609,143.0832935
1.346567392,0.524391041,494.82472,125.118507,-28.41484988,144.8763063
1.346353054,0.123314424,236.0800524,53.35535081,30.40263959,-143.3493159
1.346175671,0.593003224,477.4990714,125.3127845,-51.0013228,144.6870115
1.346175432,0.353508482,230.5258764,51.50625741,-29.02246205,-141.5066318
1.346067905,0.079020919,422.0590498,129.8504834,13.62348896,140.1455398
1.345965862,0.4201662,295.240748,54.67245383,-25.07763907,-144.6748991
1.345730305,0.38567228,239.5035076,50.63844349,-34.16220012,-140.6398469
1.345718622,0.436245553,422.4097411,125.6436777,-26.44882284,144.3516304
1.345568657,0.336064831,289.0968345,54.55922169,-2.447898662,-144.5550427
1.345558643,0.326939881,290.5886671,51.50501696,2.713868711,-141.5049073
1.345394135,0.264133509,246.4698585,54.94564866,1.888232756,-144.948325
1.345327377,0.414307727,417.38365,127.0342419,-22.32739303,142.9641026
1.345257044,0.184321528,396.5705664,130.2920772,17.98034393,139.7108896
1.345085144,0.422658678,495.1476108,128.0880324,-0.190813646,141.9036356
1.345026255,0.337809096,272.1638984,54.02663828,-9.63563405,-144.0211868
1.344757318,0.363946783,543.579609,127.2133948,25.37259354,142.7847942
1.344610691,0.487585218,446.364272,128.5754192,-31.24233849,141.4168293
1.344308138,0.31014224,408.3636425,131.5935968,2.161123156,138.4031849
1.344004154,0.226648269,237.7740243,50.32255168,7.948892659,-140.322335
1.343902826,0.341571421,444.2070533,125.4665465,5.174855194,144.5258837
1.34389472,0.181023272,253.7515471,53.58842668,20.12779867,-143.5981956
1.343871593,0.095453309,408.0798136,127.853619,15.75129262,142.1441714
1.343716383,0.152148623,193.3899642,52.91175689,9.666289877,-142.9083343
1.343672037,0.340710377,397.0815428,125.6871996,-15.04447449,144.322831
1.343661547,0.177673493,386.3443376,125.191837,16.20250109,144.79968
1.343641996,0.305716971,234.8021294,54.39849255,-28.27393349,-144.4028333
1.343349457,0.497109392,489.8345285,129.6571716,-21.81223005,140.3400216
1.343289852,0.251419444,218.1668784,52.99390102,-21.38361281,-142.9899002
1.343282938,0.230959853,402.9268486,125.7349459,-7.897586022,144.2582642
1.343181133,0.346100499,535.7576379,126.9072325,27.52164773,143.0892649
1.343096256,0.339715256,496.339964,125.7100058,17.48825343,144.2860226
1.343041182,0.414789954,305.2185008,54.11654291,-20.57222717,-144.1192283
1.342744112,0.40961998,495.5425679,127.3215935,3.597341215,142.6774179
1.342627525,0.46447317,431.4117294,127.230674,-30.4302906,142.7605947
1.342565775,0.36996224,433.4212211,128.1834201,-4.673060906,141.8139878
1.342378616,0.26827475,221.9681271,54.20815525,-21.88917668,-144.2062253
1.342363119,0.450049049,293.7362688,47.82629379,-32.63819155,-137.8177194
1.3422575,0.281659145,215.7923237,54.02772139,-16.11557257,-144.0238844
1.342194319,0.298316093,322.3856279,52.4300754,18.25225433,-142.4307441
1.342148542,0.330515335,444.3923917,130.7825658,7.440852866,139.2108085
1.341990471,0.185088996,210.1185506,50.33149508,8.143893085,-140.328432
1.341972589,0.386685314,252.4469157,53.85314549,-30.20660995,-143.8542234
1.341946125,0.19365691,379.2930765,125.4015157,12.17220832,144.5916609
1.341827154,0.361432165,292.5922465,54.24783357,-9.095685864,-144.248937
1.341614246,0.401322888,443.9188326,127.1907892,-9.640736816,142.8103075
1.341562271,0.466272785,469.1836454,126.715362,-19.10510578,143.2770167
1.341397047,0.466676048,281.1060225,52.81516008,-52.82692947,-142.8157357
1.341261625,0.388023297,265.70019,51.32159181,-25.31276117,-141.326148
1.341221094,0.241817587,202.9908344,54.54695604,-10.19726544,-144.5392852
1.341085434,0.129877449,178.9499738,51.38580808,9.996052203,-141.3890185
1.341069937,0.45821681,267.8041165,50.80713174,-43.48585075,-140.8068174
1.340876579,0.318401538,236.3581581,53.7531431,-29.53507688,-143.7492086
1.340809345,0.139204425,425.125983,126.4210996,32.03206863,143.5759223
1.340197086,0.531190013,467.9477073,125.3617957,-36.62690035,144.6328684
1.340176582,0.187383987,388.3486461,125.1084972,1.626879432,144.8905672
1.340070486,0.105933958,404.8069545,127.6613756,14.30640784,142.3299237
1.339833498,0.513292751,303.4083269,52.0379509,-47.37417003,-142.0321624
1.339796543,0.442212382,425.3843168,126.7885963,-26.62746104,143.2050324
1.339743614,0.12898775,397.2906147,127.3298556,21.83882665,142.6667322
1.339731932,0.182140013,373.1100119,126.250094,8.774636157,143.744787
1.339633465,0.493519698,288.0170194,54.28784648,-54.98230504,-144.2817567
1.339592218,0.482287101,283.7914335,54.09891973,-52.88966046,-144.098763
1.339562654,0.578887522,470.7825027,125.190206,-52.04339305,144.8054717
1.339551926,0.387811802,452.1718381,125.7707976,-3.538395793,144.2195092
1.339530706,0.132740032,397.830003,126.1271471,22.21948789,143.8609447
1.33946991,0.287554009,436.9330776,125.7125166,12.23431291,144.2858294
1.33940196,0.529617572,450.0792537,128.5502139,-41.69263496,141.4514846
1.339257956,0.493437225,444.5351859,127.4444992,-38.92552729,142.5504099
1.33924365,0.319075621,229.2705554,51.17357079,-20.0729831,-141.1807749
1.338922501,0.386556076,510.5249357,127.5193745,11.42764403,142.4757738
1.338920593,0.361446831,540.1340263,125.2568848,24.78489622,144.7316116
1.338818789,0.288653739,275.7728388,52.35143668,6.186921487,-142.351698
1.338797569,0.09143573,403.4335874,125.6619955,24.93716099,144.330047
1.338752985,0.300494729,408.5878283,128.1192712,3.863386426,141.8773231
1.338444471,0.261131595,379.0667681,125.0428285,2.170254023,144.9560006
1.337923765,0.137860863,207.8306188,54.80392906,16.01211817,-144.8037197
1.337670326,0.191825392,424.004004,127.2093192,23.75175849,142.7810199
1.337570906,0.228568511,208.6534126,54.80590071,-4.029160859,-144.7942516
1.337553501,0.261247568,297.4127566,53.34233372,17.55263427,-143.336894
1.337432384,0.311217298,399.2015675,126.2641245,-2.53083703,143.737445
1.33738184,0.305266027,243.8208421,48.57773353,-9.450238167,-138.5708909
1.33721137,0.565482053,465.241581,125.7776085,-49.10986413,144.2168637
1.337203026,0.350876095,545.4865029,130.6850592,29.88042932,139.3102384
1.337127686,0.290494219,295.8970374,50.690965,12.01781186,-140.6885424
1.337037563,0.166059109,242.4062809,52.0581287,22.00059777,-142.0560579
1.337010622,0.103738835,396.1896612,130.1375898,21.30849523,139.8547225
1.336951494,0.577286831,310.1883061,54.6111126,-63.75167755,-144.6078265
1.336699009,0.182206627,222.0086914,54.53610189,10.76569037,-144.5386815
1.336619139,0.13927066,183.0055536,54.50714994,5.313924022,-144.5143139
1.336442232,0.228768703,188.6165892,47.92703577,-11.65194404,-137.923207
1.336428165,0.189665933,397.2492773,125.097939,17.1745114,144.9018909
1.336174488,0.278009463,383.267872,127.9223588,-0.265077326,142.0729894
1.336170197,0.13125261,418.2666747,128.2321634,31.31995354,141.7591156
1.336048603,0.254589759,210.5690741,52.3965032,-9.881969671,-142.3975663
1.335965872,0.273983607,224.8632036,54.88141496,-10.21646341,-144.8729988
1.335952759,0.241317271,292.4164897,52.40718883,20.62951743,-142.4023609
1.33591938,0.174637604,381.4491524,128.3375247,14.02371845,141.6601139
1.335909367,0.494225833,282.4617543,54.48157117,-51.83679311,-144.4878365
1.335813761,0.326236329,229.1285353,53.19961064,-26.63289996,-143.1924379
1.335749865,0.631212318,502.9142841,127.9827365,-68.10385949,142.0142931
1.335709095,0.331626406,400.1291774,130.66633,-16.74988943,139.3301802
1.335688591,0.573749033,468.498157,128.0820383,-50.73427464,141.9108188
1.335641861,0.22671739,366.5580571,126.3479833,4.650962401,143.6521402
1.335611105,0.345920843,396.3089974,125.7715604,-12.71180236,144.2239867
1.335459948,0.431494097,426.9247853,126.9143895,-30.12756698,143.0830942
1.335397243,0.533811483,459.8409663,128.6700131,-46.40775798,141.3275331
1.33537674,0.539687757,494.2005319,125.7825413,-32.42906245,144.2208136
1.335241318,0.452283671,294.9457842,53.37342214,-33.70851802,-143.3645784
1.335190535,0.293884818,479.6260205,126.9043002,21.81802723,143.0924133
1.335082293,0.514271543,287.0716096,53.12436772,-52.80302784,-143.119833
1.33501935,0.306989355,349.4141451,51.68331681,27.60531554,-141.684645
1.335016489,0.326617218,252.0067125,49.89522985,-12.77120669,-139.8936116
1.33490181,0.468445593,285.6849318,54.56227761,-40.95979213,-144.5505324
1.334794521,0.30594097,390.5507949,127.5331348,-4.401866605,142.4635732
1.334607124,0.21736866,373.9317919,125.3809016,7.571492731,144.6124582
1.334548473,0.595791528,319.394055,52.6521517,-72.3040645,-142.6489561
1.334543705,0.460351542,437.0010435,126.1588238,-34.99443064,143.8384185
1.334368944,0.648450608,497.8966106,125.3724883,-65.43665689,144.6218107
1.334223747,0.193491949,376.7314656,129.8440577,4.210555811,140.150736
1.334157705,0.57147818,489.0758782,127.2398691,-41.80370137,142.7620286
1.334129572,0.267865968,329.2879759,52.46070577,28.67260783,-142.4666321
1.33404994,0.304806613,222.4028734,54.04351789,-22.42169101,-144.0442136
1.334004402,0.436801417,447.0407344,125.7925526,-40.02108389,144.2046246
1.333940744,0.509576013,286.1915291,52.40490015,-51.6265545,-142.3955816
1.333704472,0.353013972,430.8868251,125.6840539,-1.50533878,144.3146955
1.33362937,0.143490096,206.3697405,52.05975693,14.89716591,-142.0541155
1.333518744,0.200811427,190.1476258,51.36539242,-8.831633218,-141.3632825
1.33349371,0.148762626,483.0397777,-134.4206057,30.52286009,143.3628657
1.333256483,0.118442849,222.5604453,51.63684129,31.5540344,-141.6420174
1.333196878,0.455013258,444.5856801,125.810518,-38.7934781,144.1869286
1.333137035,0.201744157,190.4550381,49.13457646,-11.22291964,-139.1333909
1.333103657,0.217076209,367.2884896,125.9234482,6.142134186,144.0683434
1.333095789,0.191306749,373.5947177,130.6873994,9.954315168,139.3101342
1.333069324,0.144193391,245.2434299,49.56454972,27.50966258,-139.5684726
1.333055019,0.144427143,390.4613598,128.4716463,10.74291824,141.5247648
1.333032846,0.322789859,488.2336051,127.7739982,18.9101163,142.2238746
1.333019733,0.201892908,239.976032,54.90069624,11.69737919,-144.9045153
1.332878113,0.11988536,209.2384767,53.5597695,18.59492777,-143.5640209
1.332813025,0.162617941,224.647358,54.72382561,15.05260418,-144.725192
1.332795143,0.231658205,200.2908498,53.71488238,-8.269659837,-143.7116553
1.332782269,0.552684679,476.8744396,130.0295334,-39.42684974,139.9649571
1.332758665,0.139273255,427.6718269,126.8325088,32.78276582,143.167921
1.332733631,0.272875191,375.2250862,126.0939199,-4.300857585,143.8977364
1.332672834,0.40094014,497.8915818,125.5723338,5.655961046,144.4260553
1.332531214,0.220241719,466.3707634,128.3775965,31.23129567,141.6149181
1.332503319,0.265471731,212.298304,52.8920079,-18.53400246,-142.8868471
1.332496643,0.307653675,293.6729133,54.79182943,6.762408505,-144.7923162
1.332381964,0.168479196,402.9758679,125.2051786,21.67230098,144.7842046
1.332302809,0.21157337,388.911825,126.5869076,12.10266005,143.4198219
1.332282543,0.507048734,305.8942164,53.2945571,-45.18380646,-143.2882872
1.332183599,0.337279763,250.378163,53.97910951,-36.32463148,-143.975591
1.332122087,0.231202757,365.6517601,125.4624269,1.08054732,144.5305507
1.332112312,0.352580205,406.8994658,125.2616605,-19.96230124,144.7350168
1.332068205,0.355740611,266.8447653,51.04326,-15.82370933,-141.0380629
1.3320086,0.223223021,195.7872911,52.28852573,-7.061722532,-142.2865396
1.331846952,0.572173078,466.4485249,125.7485141,-49.70469904,144.2572882
1.3318367,0.158974978,387.8272217,125.64536,17.21138185,144.3622084
1.331459045,0.340853296,241.8301976,54.86583412,-22.03788402,-144.8706318
1.331452608,0.220297377,206.6366418,53.54692854,-14.89993027,-143.5464898
1.331334352,0.251408432,377.6936478,129.9660297,4.025829201,140.0334007
1.331211329,0.424208387,421.8085359,126.7420631,-23.1895816,143.2543847
1.331199408,0.510516957,280.9994248,51.01800264,-54.73529828,-141.0113503
1.331168652,0.327947944,443.0536137,127.1150905,7.2454183,142.8793932
1.331161261,0.464470588,431.5914013,125.7155436,-32.45073466,144.289315
1.331133604,0.307004776,251.6541339,49.85443877,-7.348203591,-139.8521479
1.331050873,0.324593405,281.0143094,54.41364261,-2.160950517,-144.4120727
1.331016064,0.133699442,228.3839177,54.04960035,23.09684302,-144.0446439
1.330930233,0.53225978,456.8030942,127.0626337,-45.05150104,142.9418731
1.33087492,0.248119944,222.220586,54.68317038,-3.73090848,-144.6784795
1.330848932,0.392179682,499.2214551,127.9599444,7.895088816,142.0339446
1.330764532,0.280808237,209.2012539,51.67064744,-17.73229096,-141.664937
1.330591679,0.268250273,310.2097108,54.74404165,19.90043263,-144.7482028
1.330506802,0.382781899,464.5573263,125.4982265,1.898943868,144.5032847
1.330367804,0.334199953,307.2585514,49.03690515,6.554069495,-139.0354721
1.330336094,0.206029875,190.4179449,53.24548758,-7.088576206,-143.2425169
1.330327272,0.323117876,471.4348126,126.5433299,14.59351641,143.4483208
1.33011961,0.44726179,438.2026988,127.3470643,-35.76030975,142.6531374
1.330113173,0.191695952,218.6882884,54.57921026,8.212003995,-144.5772543
1.330096722,0.392532633,412.617635,130.4350142,-17.86679133,139.5621831
1.330079556,0.567152825,473.2267212,125.4351404,-53.25984141,144.5693123
1.329971075,0.3937098,442.8629114,126.9614518,-8.003870486,143.0311305
1.329891682,0.280452216,378.4766932,127.9287437,-2.818560916,142.0698734
1.329601526,0.48458724,446.9013,126.6045283,-39.94233718,143.3954803
1.329562664,0.213351402,197.3604752,54.88477064,-8.91678851,-144.8792532
1.329471588,0.54538353,299.1779562,54.36301578,-60.4863756,-144.3565446
1.329433203,0.137252021,394.5346906,125.2389469,10.54429618,144.7533111
1.32929945,0.354448041,250.4223205,52.53836446,-37.78425376,-142.5291136
1.329194307,0.434441367,432.7065927,127.5964723,-32.84575714,142.4038341
1.328832626,0.246171607,386.2408267,131.7495955,-5.541674776,138.2423987
1.328811169,0.154174697,184.1006872,52.04927059,-1.033839674,-142.0434098
1.328787804,0.195965029,375.3712402,129.9253682,10.98910524,140.0710538
1.328750372,0.45388392,450.0394068,126.7958684,-21.35143875,143.2073035
1.328657866,0.39243671,413.7338931,126.3529438,-23.37214672,143.6407641
1.328639984,0.357768418,408.1956701,133.9065953,-10.28877606,136.0945573
1.328543186,0.331440909,403.3756155,129.8086769,-18.21032557,140.1896701
1.328468084,0.228372066,210.3828689,53.83539817,-16.64855359,-143.8334027
1.328356028,0.411883361,471.9842124,128.3835248,-3.591388769,141.6075587
1.328311682,0.436745621,428.1069132,126.0081277,-24.29489881,143.9920394
1.327950716,0.119119325,212.7352487,53.38144653,24.87438571,-143.3831555
1.327914476,0.43175692,296.281228,49.4406325,-27.11243879,-139.4421539
1.327901363,0.178260628,184.829802,50.00695546,3.066319101,-139.9985411
1.327769041,0.326742882,243.4328272,53.97776912,-32.84566617,-143.9691571
1.32773757,0.180235753,380.2647652,125.6471242,13.43574247,144.3584267
1.327712536,0.281779891,410.7548522,126.7288437,7.038983977,143.2727419
1.327648163,0.236092738,200.7873049,53.91407475,-11.75975351,-143.9130734
1.32758522,0.562225349,468.5060462,130.3338436,-50.74069824,139.6674067
1.327451706,0.351222656,403.1773721,126.2863027,-18.26342926,143.709118
1.327359676,0.226054703,194.8939619,49.60056152,-7.553330007,-139.5983121
1.327207088,0.588534631,479.5089482,126.7120607,-48.86870162,143.2881353
1.327188015,0.542474906,461.0681734,126.4916084,-47.18529302,143.5085757
1.32716012,0.353457451,256.9341323,53.14795855,-19.29558752,-143.1499149
1.32714057,0.46874413,307.7054994,51.67350157,-34.38472879,-141.6722593
1.327093363,0.469282384,448.6313806,125.0481044,-40.97760842,144.9527721
1.327041864,0.318667733,270.5859938,52.49212494,-3.817319304,-142.489651
1.326952457,0.243000127,203.7974086,51.83517143,-9.250338267,-141.8322558
1.326920748,0.554777128,469.5735887,127.1019549,-51.43994053,142.8912689
1.326899052,0.041569166,426.0077508,129.3953372,26.89501416,140.5927128
1.326896429,0.595681563,494.7917404,125.364473,-63.8723838,144.6444021
1.326822281,0.255761051,446.8632001,126.3070323,19.64974997,143.6897545
1.3266716,0.282371354,289.0716475,53.9794785,10.65655412,-143.9740407
1.326490402,0.32756941,402.1363579,126.4947522,-17.59235674,143.5021601
1.326472759,0.171077179,250.2274416,53.57008103,21.14043961,-143.5614334
1.326408148,0.417392085,431.4372508,125.3812378,-32.22014195,144.6198674
1.326391935,0.129148187,197.1805063,53.87346755,3.368428192,-143.8701697
1.326267481,0.150724424,252.5067381,54.42200811,13.62113744,-144.4171212
1.326201439,0.225826972,395.8857666,127.0639559,11.6929551,142.9283896
1.326153755,0.239996434,265.6293853,53.40244567,12.26425153,-143.4038779
1.326153517,0.262503596,314.5446531,53.76814842,23.25264028,-143.7671399
1.326148987,0.139977687,211.384701,52.8445922,16.87358538,-142.843677
1.325969934,0.480925603,267.7492893,49.09857233,-49.22634485,-139.1037581
1.325953722,0.179141092,453.9670827,125.633944,34.35456699,144.365622
1.325918198,0.365924555,433.5055841,128.2991338,-3.553246458,141.6960843
1.325553179,0.383473895,439.1286673,128.4003121,-6.380301826,141.5987108
1.325542927,0.257574059,215.7675437,53.60624109,-9.092433655,-143.6106155
1.325462103,0.518588342,453.8763661,125.9357488,-43.59011912,144.0632131
1.325402975,0.251458998,268.0828084,52.49423458,11.07892486,-142.4944679
1.325402737,0.401485372,412.5339278,127.5634511,-22.93127408,142.441323
1.325390816,0.223115212,197.2396296,53.51112286,-10.38629821,-143.5159368
1.325369358,0.152612899,382.6090905,128.8719889,14.59661257,141.1215893
1.325208902,0.280647496,502.4137911,128.161636,31.21251689,141.8338308
1.325105429,0.485537435,293.079423,49.01704001,-62.61594794,-139.0148529
1.32507658,0.598696406,498.6332155,126.9796544,-46.97979844,143.0158681
1.325041533,0.200206218,282.5221847,52.12564115,26.24245096,-142.1233509
1.324914217,0.248588915,220.171508,54.14441101,-21.23060028,-144.1446617
1.32489419,0.3654267,424.3138854,126.5639019,-6.92852797,143.4348059
1.324777842,0.202455783,236.6562213,52.51995491,11.31237708,-142.5179278
1.324768543,0.469638847,451.6292585,126.1395144,-25.06446737,143.8621044
1.324737787,0.362557402,398.916547,127.7098929,-16.13010381,142.2852056
1.324725628,0.399239281,488.3170413,130.3441442,4.554246035,139.6477723
1.324718952,0.33951657,241.6961258,54.36396803,-31.74488149,-144.3651202
1.324625969,0.490321598,468.9764666,129.1475896,-25.11294059,140.8546303
1.324618578,0.153968817,405.867475,130.4822024,24.6005779,139.5077001
1.324551344,0.584323416,325.1636389,52.70773947,-74.96708177,-142.6998342
1.324497223,0.386333331,284.718825,48.2222635,-17.75818798,-138.2225496
1.324463367,0.184371854,451.1235245,125.614419,32.45722725,144.3754245
1.32435751,0.31717974,326.321516,54.49184617,14.29589822,-144.4917765
1.324297905,0.178715627,185.7664648,52.43194723,-5.749370505,-142.4352528
1.324291229,0.530891442,472.5769599,125.6577974,-35.32692155,144.3377884
1.324278116,0.346007678,241.251288,50.59482519,-22.4408688,-140.5900375
1.32416153,0.120189927,205.7475922,52.10962444,22.65241588,-142.1072151
1.324007511,0.583917126,479.6531454,131.5499048,-46.92443422,138.445819
1.323995829,0.604927703,479.1833816,125.2186447,-53.84900771,144.7819348
