X,Y,Z,run_time,distance,delta,axis1,axis2,axis3
-0.168937689,0.08900758,0.694653641,1.163444519,0.326324744,443.2887106,152.2461689,8.299258559,117.7562385
0.054644236,-0.039834257,0.80542559,1.16342926,0.04786038,422.3860362,143.8985269,34.42875566,126.0908447
-0.143504038,0.102583854,0.65523788,1.163409948,0.32917339,474.7494979,144.4712237,15.01493771,125.5259989
-0.162076196,0.111129315,0.675730076,1.16326189,0.338573642,453.4964084,145.592667,8.578096477,124.4008493
-0.016060429,-0.011236972,0.800717116,1.163128614,0.124239973,187.5836031,34.89248988,30.70769677,-124.8966495
0.190820819,0.148801674,0.659065383,1.163011551,0.273162914,229.6405441,37.92353555,-2.049283253,-127.9222767
0.067106772,0.044274094,0.691309391,1.162995338,0.160159326,250.1555974,33.35485386,34.90064352,-123.356533
0.10834491,0.073141522,0.762623336,1.162926197,0.141161421,182.7792961,34.05863211,12.64583958,-124.052319
0.122300993,0.089841614,0.750208241,1.162903309,0.162589797,191.007569,36.33361287,10.14336498,-126.327445
-0.25016184,0.169400813,0.547675807,1.162899494,0.492013321,498.6113363,145.8809304,-17.65855871,124.1156846
0.105395386,0.081081806,0.809645666,1.162852049,0.141022853,150.291755,37.59870089,-2.021599899,-127.5951695
0.07998108,0.055527704,0.787958118,1.162816286,0.118576363,168.6966624,34.81069508,14.114763,-124.8093838
0.090519703,0.070453385,0.825056793,1.162775755,0.131387139,179.556894,37.91722126,-6.651512177,-127.9115381
0.072947294,0.045711029,0.802351866,1.162699461,0.108604895,148.911228,32.10982649,12.33795796,-122.1050109
-0.233249982,0.167173257,0.691860578,1.162685871,0.418296394,426.8456269,144.3474895,-18.36547162,125.6557149
-0.10681737,0.074317964,0.608130099,1.162564993,0.316730597,516.9330763,145.1361089,29.02395935,124.8569767
0.137104998,0.099762729,0.714593222,1.162506342,0.189483571,212.4933527,36.00984337,11.3225492,-126.0028431
0.269322315,0.205223357,0.601774224,1.16245532,0.377548481,242.0062489,37.28892106,-27.25896966,-127.292504
0.310938765,0.19496934,0.583435821,1.162379742,0.401429022,230.8128031,32.07097784,-36.28578693,-122.0752459
-0.056958167,-0.041835456,0.822000528,1.162303925,0.156531852,184.7520885,36.28871332,27.93144045,-126.2828805
0.241691495,0.18107842,0.589702466,1.162274837,0.356059468,255.4384768,36.82295066,-16.43788651,-126.8227626
0.157771711,0.09473545,0.688706494,1.162264109,0.20477269,215.2962851,31.01464106,10.60226628,-121.0060733
0.381370078,0.211453013,0.449380102,1.162151814,0.532206625,261.7593937,28.99142632,-67.14769151,-118.9849347
0.105673059,0.074276148,0.669744617,1.162102699,0.193499377,255.7910854,35.14476018,25.72636727,-125.1509687
-0.155482886,0.111349806,0.720109825,1.162083387,0.318516292,423.6152167,144.3625325,5.217599727,125.6383338
0.085667701,0.054451694,0.819692031,1.161857128,0.115350108,141.2472229,32.41448476,1.779994649,-122.4127181
0.026146839,0.019337442,0.77627486,1.161800623,0.11178715,196.4282316,36.39425178,29.35298756,-126.3967932
-0.123133559,0.07715474,0.816250119,1.161701202,0.260187331,442.1076337,147.9452929,-21.29162236,122.0542922
0.098442328,0.092850181,0.817926115,1.161556244,0.152852045,446.1132729,-132.7913418,30.24200656,124.9046778
-0.287836093,0.192052572,0.629512802,1.161549568,0.494502935,446.8320921,146.3078748,-31.64315241,123.6867811
-0.352267042,0.23777089,0.515822731,1.161543131,0.614231412,489.0540358,145.9641713,-61.16593679,124.0425146
-0.064329381,0.039716182,0.797107134,1.161486387,0.190763768,391.1839151,148.2675872,16.07057402,121.7287038
-0.28857371,0.19741047,0.637543858,1.161471128,0.494984564,439.9800543,145.6453919,-34.11722927,124.358982
0.052567734,0.033723439,0.789661075,1.161462784,0.105733972,171.2863642,32.73387327,20.66001259,-122.7374619
-0.005880446,-0.004224582,0.837421288,1.161236286,0.121151659,177.8755829,35.81040911,13.33086609,-125.8089168
-0.335364346,0.219088256,0.585176328,1.161235809,0.561877186,475.2147765,146.8249401,-54.25802076,123.174487
0.08706973,0.060873744,0.696405715,1.1611619,0.165438744,244.0418014,34.91132233,28.39548844,-124.9032151
0.299948359,0.191931285,0.65845641,1.161144495,0.356111949,222.207615,32.63531546,-43.56883245,-122.6260818
0.10024547,-0.102513973,0.811282517,1.161102772,0.042881217,417.6928851,137.9020189,33.80275657,-121.1866779
0.024860624,0.016338156,0.798213679,1.161035776,0.106105171,171.4739999,33.40377943,24.11532406,-123.4031548
0.152579332,0.115317823,0.775435214,1.160982847,0.186437556,161.6214723,37.10719362,-6.288340989,-127.1027579
-0.344055552,0.246169804,0.441129199,1.160982847,0.651469571,497.0899287,144.4033433,-60.81815801,125.5911706
-0.35122319,0.234159642,0.521736574,1.160865068,0.608910192,485.7240947,146.2911293,-59.51282411,123.7066787
0.103654862,0.068495217,0.817945325,1.160830021,0.128669953,154.9442925,33.43253136,-4.08952582,-123.4278725
0.084295319,0.062705257,0.811325549,1.160824776,0.123237381,139.0622466,36.61593014,4.822978962,-126.6175639
-0.133965659,0.085861962,0.710050214,1.160768986,0.291249509,445.210975,147.3101597,14.40676716,122.6836652
-0.127158403,0.086834732,0.702838435,1.160761595,0.288927917,452.328779,145.6374346,16.48098026,124.3575418
-0.049754869,0.030047011,0.753718585,1.160712957,0.181562455,437.8654335,148.8051982,29.54944825,121.1938818
-0.027042379,0.017372743,0.804009337,1.160694599,0.147008225,397.3582812,147.209011,21.98405858,122.7908815
0.036007564,0.02590766,0.819447723,1.16061902,0.106244555,156.4564511,35.68590436,14.44496006,-125.685696
-0.331501277,0.222650765,0.48593694,1.160614014,0.607178273,494.3976764,146.0991624,-48.78713561,123.8975695
-0.155742091,0.108208008,0.784782519,1.160553455,0.305270974,385.1589806,145.1848799,-9.262422306,124.8135824
0.022818384,0.015281986,0.806773872,1.160518408,0.106247226,167.4305952,33.73219785,21.88947814,-123.7269878
-0.117242077,0.078748279,0.814097199,1.160459518,0.256006158,390.989786,146.1347127,-7.67165496,123.8571559
-0.017881938,0.011790372,0.826957791,1.160451889,0.137357861,385.9261837,146.6728928,15.12128059,123.3207785
-0.298175782,0.195456925,0.575929484,1.160450935,0.525797071,472.2091535,146.7726901,-32.45429134,123.2302562
-0.358892262,0.244863637,0.412253401,1.160375595,0.677523325,504.1561826,145.6819105,-68.74048902,124.3135163
0.110630964,0.07117471,0.766383733,1.16029644,0.138292178,175.7607324,32.72048598,11.67024029,-122.7141357
-0.099415732,0.060735465,0.705431067,1.160244465,0.253458094,462.4918801,148.5354857,24.93825875,121.4570947
-0.342572539,0.213093254,0.541366742,1.160227299,0.583299258,466.5244231,148.1346863,-49.74336505,121.8626344
0.267950367,0.18401743,0.693875061,1.160212994,0.318713752,211.3555275,34.50083387,-36.28750948,-124.4910623
0.285794321,0.203235548,0.667860143,1.160180569,0.352664908,228.5619418,35.39748238,-44.14620715,-125.393151
0.226656174,0.136591345,0.616281626,1.160161972,0.303774781,236.1230869,31.09534196,-6.499835474,-121.0960801
-0.067988922,0.042861549,0.79309422,1.160119057,0.195806952,395.0900723,147.8141949,16.24857506,122.187021
-0.226573287,0.13909701,0.699502469,1.160059452,0.396113166,426.8334723,148.4781979,-12.67704629,121.5217282
-0.078502014,0.048816765,0.817657265,1.159993887,0.20740201,368.7839633,148.1539659,5.12224639,121.843232
0.087161872,0.059886963,0.823099766,1.159922123,0.120936783,156.642067,34.46651084,-1.561038871,-124.4604955
-0.356557862,0.195961561,0.458567613,1.159919262,0.628406477,501.0226435,151.1943779,-53.22127806,118.8017974
-0.173400962,0.117809822,0.586058377,1.159832716,0.393623877,495.2454457,145.7869549,7.633585631,124.210063
-0.022908603,0.01530578,0.779054811,1.159804583,0.145454899,418.9138279,146.3556029,29.53473764,123.6454724
0.110748868,0.080097299,0.63243176,1.15980196,0.225680914,276.8083081,35.91371096,26.35409151,-125.914611
-0.069760585,-0.048048074,0.811591035,1.159699917,0.168196259,192.135752,34.56382067,33.38516634,-124.5680725
-0.061926018,-0.042384494,0.82897761,1.159579992,0.16209837,188.0223012,34.39604439,24.4119526,-124.4000311
-0.154389872,0.105536633,0.77261407,1.159576654,0.30390086,387.4082475,145.6716847,-4.105522938,124.3228971
-0.044944123,0.030860184,0.737832092,1.15955162,0.183644243,451.7035114,145.5986782,33.21868687,124.397325
-0.16598065,0.104097408,0.655590085,1.159516335,0.346558178,465.8862161,147.8778719,10.0531356,122.1279767
0.144611813,0.105255129,0.79938162,1.159512281,0.171731783,167.7239801,36.02661851,-13.13289549,-126.0172857
0.223113291,0.153281119,0.610238337,1.159502506,0.317142588,244.9406825,34.46950505,-8.041304533,-124.4638714
-0.348694664,0.234147639,0.488517321,1.159427643,0.62345408,480.9157783,146.1030944,-57.11355147,123.8982149
0.206718275,0.137213474,0.676210517,1.159405708,0.261288308,211.6712363,33.55125986,-4.945372881,-123.552504
0.142097177,0.092774254,0.776173883,1.159394503,0.162144061,155.0393041,33.16859923,-0.17179239,-123.1601265
0.131110107,0.084230677,0.747146654,1.159364223,0.160199369,184.5169353,32.68667595,9.721413447,-122.6919499
-0.059523955,-0.041213682,0.822226874,1.159257174,0.159162129,181.5781862,34.68944759,27.93168331,-124.6957986
0.062982768,0.046829469,0.806989503,1.159252882,0.112204323,154.1445467,36.59388753,12.39852982,-126.5962302
0.200957458,0.141919436,0.75479372,1.159214735,0.232845472,178.5145453,35.25347088,-19.12479784,-125.2463122
-0.095651577,0.067299531,0.767510712,1.159214258,0.235320051,411.8138937,144.9087789,14.71466108,125.0819417
0.166673256,0.116217899,0.785765917,1.159185886,0.190322918,170.314026,34.91019698,-15.37564908,-124.9047329
0.042796765,0.030662112,0.825412441,1.159091711,0.107182798,153.1958964,35.58053806,10.21606979,-125.5788652
-0.239548955,0.159792131,0.732722893,1.159081459,0.409850436,430.7542935,146.2740245,-32.05846438,123.71996
-0.099364341,0.066751465,0.642090103,1.159065962,0.287840572,501.9591913,146.1514612,30.20294311,123.8373892
-0.299289892,0.186310377,0.652256409,1.159019232,0.492942696,444.0396674,148.1182569,-38.51068516,121.8742422
-0.291364178,0.181241285,0.677058708,1.15890789,0.476574689,451.5931586,148.0959781,-42.45467071,121.9036251
-0.11376783,0.077390408,0.691391253,1.158906221,0.278411193,466.1327976,145.8135392,21.62885459,124.1776861
-0.131612811,-0.099283509,0.8127409,1.158889771,0.233030048,225.1183997,37.03413771,31.30040459,-127.0344391
0.094877398,0.07085071,0.815491349,1.158808231,0.130790787,151.3389202,36.77871353,-0.719478269,-126.7754426
-0.042683621,0.030107926,0.790563922,1.158782482,0.167965026,403.8693506,144.8594713,22.31485414,125.1364984
-0.31511782,0.222892741,0.487395283,1.158773661,0.595026378,500.1580716,144.7138753,-44.30396277,125.278421
0.015741072,0.009186725,0.816446551,1.158732176,0.107581859,157.2404382,30.37810539,20.03051329,-120.3856897
-0.314396843,0.204055874,0.537868419,1.158731222,0.559678593,483.4487341,147.0306746,-38.57162827,122.9643073
-0.254158132,0.177768075,0.684490859,1.158701658,0.442678336,424.7636097,145.0522266,-25.60956283,124.940973
0.17754379,0.129991731,0.708832731,1.158664942,0.228868266,201.2708917,36.23721655,-0.804545914,-126.2293576
0.018644136,-0.012240316,0.808233807,1.158601761,0.092501482,410.6673907,146.7790308,28.62478397,123.2145604
0.196358909,0.12671663,0.69766812,1.158601046,0.238451494,200.0125206,32.86107494,-3.147906774,-122.8592001
0.138823475,0.106949524,0.700135073,1.158591986,0.203292089,223.9088113,37.57959824,11.62550003,-127.5812924
-0.070427969,0.045520093,0.812356721,1.158587694,0.198652851,372.3411547,147.1595946,9.324854194,122.8389476
0.187639116,0.123375246,0.76323007,1.158514977,0.208977119,163.2066239,33.30218368,-13.58071289,-123.2951509
0.044403464,0.029197773,0.735925969,1.158481598,0.127042725,222.3834198,33.25078795,33.82652823,-123.2564401
0.019645813,0.014961476,0.765223468,1.158416033,0.116823684,208.9037262,37.16193738,33.21900026,-127.16207
-0.089396656,0.051688935,0.828790844,1.15831399,0.218921512,404.0915047,149.9418568,-6.033839613,120.0511165
-0.259939795,0.146122472,0.66223744,1.158306599,0.438269338,442.2160692,150.6360359,-18.3049704,119.3549418
0.066632525,0.049926935,0.799998098,1.158293486,0.114436576,161.91594,36.80636898,13.6597209,-126.8022091
0.169065684,0.120935275,0.774094549,1.158278942,0.197282856,163.501093,35.55294337,-11.475928,-125.557097
-0.3369298,0.201042161,0.527967019,1.158240557,0.579846236,479.6406883,149.1603116,-44.86578099,120.8478437
-0.202818421,0.13768934,0.587049484,1.158222675,0.422832237,486.4127663,145.8479063,-1.543617496,124.1500607
0.007493911,0.005582779,0.836579731,1.158178568,0.114960614,175.1602898,36.8082752,11.55818154,-126.8051107
-0.046749225,0.025310189,0.810054981,1.158139467,0.167901027,386.2823996,151.6189608,16.31929119,118.3738789
-0.174859892,0.116879051,0.722974677,1.158119917,0.336263132,418.2618498,146.2690084,-0.142750908,123.73117
-0.218171724,0.113966432,0.67670115,1.158046007,0.384288569,441.9867301,152.444076,-4.449308652,117.5519965
-0.16416132,0.108136935,0.729263213,1.158038378,0.321392694,415.084668,146.6545218,2.50565915,123.3425029
0.343384556,0.233623454,0.472446428,1.157989025,0.509522704,262.1186488,34.24417526,-55.55342042,-124.2388998
-0.159033393,0.111086346,0.569596403,1.157974482,0.390665238,510.0499821,145.0866332,11.24628183,124.9037431
0.192792494,0.126699567,0.596964456,1.157961369,0.297908252,251.0033819,33.29184925,2.349775992,-123.2906266
-0.342862308,0.235647847,0.51312618,1.157946587,0.607642494,477.0157301,145.4830444,-55.16192626,124.5230362
-0.311958706,0.191608045,0.603265159,1.157929659,0.523090127,453.1064502,148.4221634,-37.1643939,121.5767222
-0.359212948,0.241675034,0.505945012,1.157914639,0.625950048,505.3125299,146.0863407,-69.13648542,123.9068192
0.14371736,0.10342119,0.569614935,1.157890081,0.293373795,291.9681681,35.76279748,15.82422066,-125.7581272
0.163954965,0.108839635,0.735815529,1.157879114,0.195298035,180.8657837,33.54931497,1.38206396,-123.5480789
-0.344890339,0.233442309,0.551805158,1.157856703,0.590189248,487.9180969,145.9270229,-60.44080077,124.0681211
0.13954007,0.092873927,0.790244956,1.157810926,0.159290396,145.4005232,33.67312688,-4.150534916,-123.6751688
-0.021962337,-0.016750845,0.793458703,1.157779932,0.128400803,198.7504168,37.26529763,33.91864978,-127.2680701
0.113413071,0.075464365,0.642861754,1.157717466,0.214839316,266.1401054,33.60183573,25.91636203,-123.599047
-0.301980698,0.18604251,0.537807271,1.15767765,0.542224126,490.4239746,148.3486623,-32.34829787,121.6581667
0.211899915,0.141783707,0.636025316,1.157630444,0.289035988,232.1489252,33.7644138,-4.40618532,-123.7623686
0.200816314,0.151060321,0.626877376,1.157622814,0.297010844,243.1831082,36.93025968,-3.171561085,-126.9280869
-0.159050399,0.097772833,0.711839834,1.157436371,0.316785092,432.3152616,148.3898326,7.439076318,121.6123856
0.021147958,0.011789422,0.784467668,1.157351971,0.107852353,174.3761137,29.02392656,28.74577731,-119.0228055
-0.119783749,0.085248191,0.680352669,1.157351255,0.291606957,470.2538581,144.5975642,20.4415562,125.3986343
0.349588235,0.231606247,0.465444226,1.157339334,0.516023783,260.7590718,33.53954666,-57.62417453,-123.537854
-0.050744905,0.029575994,0.770127714,1.157337666,0.177836185,423.1250907,149.7072141,26.03187928,120.2881664
-0.229077145,0.145981874,0.682876497,1.157295465,0.406501736,435.7456316,147.5163231,-12.30125576,122.4849837
-0.126881547,0.086355634,0.659692593,1.157130718,0.306995065,480.8204335,145.7954623,20.49312497,124.2024514
-0.268660735,0.179967937,0.580242169,1.157100439,0.494255418,479.2724994,146.165682,-22.43128154,123.8309938
-0.237430942,0.154815075,0.598227767,1.157034397,0.450584402,477.6171242,146.8754454,-11.4010368,123.1227252
0.072660931,0.054128725,0.827830707,1.157019615,0.118155831,164.4924662,36.71095247,-0.35482892,-126.7063191
0.073983275,0.04728768,0.813890165,1.157017946,0.109802067,136.9760081,32.5536809,7.841285576,-122.5600438
-0.043573906,0.028608259,0.773531319,1.156937838,0.17063999,420.9613085,146.6473114,26.5002135,123.3508902
-0.121262142,0.083949932,0.683281568,1.15677762,0.290792625,468.2041368,145.3412903,20.05844371,124.6563138
-0.278367302,0.177776309,0.656729686,1.156647205,0.470420057,435.6670975,147.4155411,-28.89099169,122.579698
-0.120585694,0.082441217,0.587254018,1.156645775,0.342372742,522.1210184,145.6717331,24.81728384,124.3204581
-0.366805607,0.178660894,0.570257497,1.156618118,0.574403628,480.8267539,154.0502027,-56.89313532,115.952497
0.307660201,0.202473609,0.64414496,1.156549931,0.374064584,232.5020905,33.32943002,-48.18759199,-123.3203905
-0.065590047,0.044162339,0.825960379,1.156496048,0.194540773,377.8355886,146.0184014,4.064452865,123.9786917
-0.139745832,0.089106859,0.786988343,1.156457663,0.281379197,377.6814615,147.5031827,-2.398560359,122.4946375
-0.243218528,0.142440288,0.607439305,1.156394482,0.444955352,473.6879015,149.6646533,-11.00053422,120.3393384
0.156602085,0.112015256,0.678516008,1.156369209,0.223581148,227.0612095,35.5463729,9.358897744,-125.5440116
0.069827006,0.049147631,0.829990581,1.156270742,0.114404667,164.7373413,35.16591548,-0.514472443,-125.1650032
0.292697087,0.199337342,0.561719439,1.156270027,0.407709407,251.2451751,34.27323506,-31.65261963,-124.2712493
-0.301856571,0.213238079,0.586775436,1.156254768,0.532770188,460.8744487,144.7437016,-37.41121159,125.2492352
-0.123715164,0.073485503,0.647165141,1.156163931,0.305183857,491.4710747,149.3260322,23.7057285,120.6633663
0.314149139,0.222519139,0.566609913,1.156152964,0.430341419,237.4426894,35.29344891,-42.58695808,-125.2933514
-0.158361358,0.101729837,0.569793494,1.156069517,0.386096712,512.2904334,147.2626569,12.80092276,122.7319253
-0.055112646,0.035208221,0.833537995,1.15602231,0.181823839,390.5320443,147.4016275,2.266757984,122.5989771
-0.091443759,0.046843001,0.81242795,1.155991554,0.217405299,363.5763708,152.9058702,4.931307143,117.0933279
-0.230783861,0.146901368,0.672385633,1.155961037,0.411704729,441.3730798,147.5448951,-11.79366105,122.4506056
0.240847542,0.171066794,0.653440183,1.155954123,0.312903786,221.293903,35.36341339,-16.67586786,-125.3697303
0.362605896,0.232073266,0.498029915,1.155824184,0.501933543,263.1042519,32.63709911,-64.00676845,-122.6405022
0.022806734,0.016503786,0.81165232,1.155741453,0.107126633,168.6760948,35.97173468,20.1522064,-125.975952
0.085094804,0.059158383,0.823926497,1.155722857,0.120519107,158.0810898,34.78201814,-1.482847476,-124.7818286
0.371132648,0.241247356,0.366543897,1.155714512,0.600877135,294.931974,33.03852836,-79.52150096,-123.0444451
0.29824043,0.194179399,0.648463776,1.155619383,0.361076304,214.4927418,33.04752656,-39.45904375,-123.0444943
-0.324638178,0.196911621,0.545929676,1.155603647,0.560148085,477.5794575,148.7777694,-40.14921365,121.2273041
-0.317004394,0.213348261,0.507912094,1.155589819,0.58097727,493.6679939,146.0734711,-41.93196452,123.9252322
-0.372782515,0.238914714,0.358195524,1.155583858,0.717051659,528.7161009,147.331548,-81.02268182,122.6590724
0.020346166,-0.014400864,0.807932096,1.15549016,0.089940319,411.6801288,144.6549676,29.05241949,125.3399513
-0.144983834,0.088723488,0.605742413,1.155409336,0.349922139,503.9682148,148.5632711,18.2819705,121.4362344
0.16502635,0.10699672,0.55583379,1.15535593,0.310548911,283.1043863,32.976509,9.852100492,-122.9725787
0.095627787,0.067648746,0.815160712,1.155344963,0.127561339,146.8666832,35.30240628,-0.139375726,-125.2968487
0.246231036,0.175267753,0.65832487,1.155297756,0.31612613,217.5834938,35.46518864,-19.21250249,-125.462937
-0.066440214,-0.045819007,0.817537937,1.155247927,0.165254186,186.6503906,34.59748091,30.60956813,-124.5989385
0.108826503,0.080206591,0.645727155,1.155211926,0.215397465,270.8201954,36.43016026,26.008711,-126.4288638
-0.310492379,0.192070298,0.634716616,1.155137062,0.510584976,449.5071415,148.2390141,-41.40812325,121.7631377
-0.033560663,-0.023333835,0.80881992,1.155133247,0.136516607,187.1109848,34.7822685,30.60130757,-124.7763577
-0.260930699,0.18110077,0.703622637,1.155005217,0.444940707,439.2448551,145.258781,-36.12626101,124.73624
-0.290463984,0.17267584,0.546291262,1.154993057,0.523452958,491.4744629,149.2539267,-27.25996768,120.7370816
0.325478558,0.21032187,0.598966272,1.154969215,0.410897834,229.9077387,32.85084973,-47.36204671,-122.8534879
-0.337961347,0.183217536,0.554240153,1.154960871,0.560409123,471.1989183,151.5542938,-41.96671876,118.4486031
0.022662393,0.015614293,0.81810977,1.154935837,0.106946672,161.0182512,34.4997476,17.90095131,-124.5085737
0.169151179,0.115838783,0.620136037,1.154902458,0.267582512,252.7682351,34.37987476,8.959512536,-124.3765029
-0.041094397,-0.02794972,0.816741373,1.154899359,0.142896355,181.8052288,34.20346922,28.53653937,-124.1954362
0.049894347,-0.030892973,0.807773661,1.154882669,0.056119571,418.9972918,148.2509048,32.7824229,121.7441926
0.268022983,0.173861381,0.67531332,1.154783249,0.318397852,195.9444428,32.94945342,-27.63724545,-122.9415184
0.191815399,0.127998459,0.764986678,1.154721975,0.214462177,170.3458103,33.69287181,-16.75937328,-123.6963253
0.371715458,0.242049624,0.361168585,1.154402018,0.605509971,298.3182056,33.08440288,-81.17475659,-123.0807484
0.075386488,-0.047221131,0.826437115,1.154361963,0.031130677,419.8597332,147.9314059,26.36971929,122.0594177
0.154406912,0.115684665,0.648514795,1.154242039,0.244429559,247.7450569,36.81343097,11.17367653,-126.8115538
-0.196895873,0.124490108,0.749927804,1.154241562,0.352724334,398.1451119,147.720826,-12.31222049,122.2778876
-0.262013404,0.183059992,0.562473624,1.154232979,0.499398289,488.7585139,145.075464,-21.70330305,124.9219848
-0.110753702,0.075538853,0.811524016,1.154152155,0.248777473,376.944477,145.6806107,-3.364615118,124.3166985
-0.145363472,0.08599913,0.800505313,1.154065847,0.283806883,385.8715389,149.4147818,-9.469195744,120.577427
-0.28963195,0.135074598,0.646573946,1.154061556,0.463290097,446.0743873,155.0187989,-23.79319383,114.9747383
0.081218732,0.061600028,0.818820284,1.154002666,0.122887405,149.0430569,37.1515447,2.128878807,-127.1560597
-0.039137952,0.027565898,0.737198056,1.153977394,0.177773881,452.7730203,144.7583576,34.6224383,125.2325519
0.177629174,0.128686453,0.756377879,1.153942823,0.211249398,169.9705348,35.89756484,-9.545876994,-125.9029385
-0.012244048,-0.009135598,0.788622623,1.1539042,0.123032173,196.8615571,36.59176344,33.64797944,-126.5845152
0.133648073,0.089536085,0.611487601,1.153884172,0.25021563,274.7164314,33.79048302,20.64105989,-123.7846711
-0.158311119,0.080646983,0.762943038,1.153862953,0.29587447,394.854794,153.0337331,1.0443281,116.9617208
0.151431754,0.098455868,0.783820457,1.153850555,0.168882107,147.2847087,33.00586884,-5.827274209,-123.0060943
-0.247579626,0.16802261,0.682704108,1.153809547,0.432767838,429.7824527,145.8597999,-21.18022722,124.1399512
0.166836869,0.112619219,0.748897498,1.153804302,0.195120436,173.52245,33.99353701,-2.311341112,-123.9937863
0.052556729,0.109258043,0.823374479,1.153801203,0.175590865,436.5999799,-111.3639594,26.96821197,120.1478096
-0.117275207,0.067902152,0.578042848,1.153748512,0.340633855,529.9601953,149.8976821,27.75254705,120.0950566
0.113111807,0.080207177,0.566019281,1.153727293,0.280901391,308.2075861,35.36936382,26.59361838,-125.3786488
-0.28364401,0.176858815,0.551475791,1.153670549,0.517701101,490.0617907,148.0402597,-26.06434463,121.9542365
0.170459597,0.122513797,0.749895987,1.153641224,0.204874181,175.9704256,35.7320173,-5.001100582,-125.7344731
0.058989914,0.044365607,0.806079249,1.153585672,0.111225188,157.7611036,36.98630813,13.65984436,-126.9794272
0.04363124,0.032166659,0.759263588,1.153549194,0.117852449,209.1376569,36.33050467,29.18299646,-126.3307396
-0.339845646,0.188293958,0.587550872,1.153507471,0.549843293,458.7613167,150.9921202,-46.02858126,119.0088043
-0.180158663,0.125487329,0.76897549,1.153498411,0.336600183,394.3963616,145.1180933,-13.87829661,124.8779386
0.021285601,-0.01509945,0.843460392,1.153496265,0.095185596,421.3466593,144.6271409,8.695241325,125.3645179
0.174833506,0.104143298,0.735149209,1.153356552,0.195527823,175.9274792,30.80865795,-0.294131996,-120.8084827
0.161916209,0.118290373,0.764407073,1.153321981,0.194368229,167.4109805,36.17752458,-5.830619871,-126.173457
0.105980796,0.068232893,0.663611914,1.153312922,0.19393399,255.3349792,32.73416624,27.0098036,-122.7292528
0.205337029,0.11891093,0.749733987,1.153311968,0.216708221,159.830253,30.05193884,-13.79032157,-120.0525349
0.093264446,0.066214023,0.780682374,1.153260469,0.129214531,172.5487939,35.40959634,12.27060719,-125.4026728
-0.202748975,0.134484279,0.668796577,1.153245687,0.38453591,445.9654077,146.4194629,-3.050012556,123.5840582
-0.27053979,0.184078506,0.687409417,1.153098106,0.458354944,436.5244372,145.7899963,-34.75981921,124.2042826
-0.065433981,-0.039818225,0.835919063,1.1529634,0.166823443,192.0544535,31.32864419,19.08471543,-121.3285543
-0.327702602,0.212451447,0.588555695,1.152944088,0.551329955,461.7034779,147.063591,-47.34256566,122.9338476
-0.061349251,0.041057487,0.788926632,1.152909517,0.189641616,401.4308931,146.2531133,18.66743096,123.7515825
0.160835452,0.108700299,0.754265113,1.152830839,0.18795941,170.9072795,34.08001292,-1.471475894,-124.0752178
0.172896173,0.125813602,0.652202591,1.152710676,0.254280852,234.7045077,36.06949607,5.655699351,-126.0622369
-0.113239048,0.063199875,0.802971407,1.152588367,0.244498581,365.3873181,150.8066241,1.859816708,119.1832259
-0.240307298,0.137484523,0.685241634,1.152452707,0.410731866,433.4596444,150.2485069,-14.16915386,119.7459699
-0.121403029,0.063961294,0.808332911,1.15242815,0.251885407,372.2680584,152.1927553,-2.665381005,117.8093213
-0.110792645,0.068789438,0.690759862,1.152269602,0.272259966,468.4808256,148.1242028,23.4006778,121.8671857
0.20087089,0.126720774,0.558435747,1.152235985,0.328915361,267.8123492,32.2630681,-0.647932967,-122.2640636
-0.22858902,0.129743826,0.576819458,1.152235985,0.44331689,489.9299042,150.4041748,-6.368529734,119.5958003
0.169620735,0.121699364,0.772424127,1.152231932,0.198484669,163.4481515,35.68384196,-11.1531469,-125.6753087
0.040908859,0.026885776,0.783722046,1.152190685,0.106817405,181.2143631,33.3793367,24.66013771,-123.3773455
0.032450348,0.020019376,0.763903925,1.15202713,0.112710947,198.3185213,31.7653303,31.15986403,-121.7646478
-0.022777026,0.013122753,0.836481261,1.152022362,0.14369723,395.7433517,150.1026055,8.737278189,119.893611
0.234661283,0.169314988,0.687678762,1.151968241,0.293064833,203.7001623,35.83427425,-18.53467359,-125.8276517
0.328709471,0.206965598,0.511656256,1.15196085,0.461338444,256.0735665,32.18104385,-43.86005102,-122.1753155
-0.081346609,0.049398957,0.811041956,1.15196085,0.209964878,368.2930591,148.7624238,7.295227843,121.2401089
-0.168190474,0.098542917,0.759780718,1.151929855,0.313609696,396.1631834,149.6616684,-2.97469628,120.3341417
-0.101378239,-0.067263354,0.814426855,1.151840925,0.199600783,193.8527374,33.56918744,33.35081696,-123.5700823
0.009242989,0.006189898,0.843313934,1.151825666,0.115747363,182.1906008,33.73673455,4.043857673,-123.7429985
-0.314111567,0.204176908,0.529769106,1.151812315,0.56349626,487.201557,146.9910992,-38.70850253,123.0011858
-0.116808896,0.078563024,0.652817401,1.151771069,0.299503513,488.912659,146.039056,24.14141192,123.9516445
-0.107791828,0.066280506,0.651722214,1.151735306,0.288108311,494.0393696,148.3724206,27.80265954,121.6261686
0.120591884,0.081985792,0.787967789,1.151685476,0.145068087,148.5481851,34.18166144,2.775022331,-124.1797365
0.099474065,0.069219942,0.69706545,1.15164113,0.17084281,239.3354813,34.79046577,24.86559123,-124.7947852
