X,Y,Z,run_time,distance,delta,axis1,axis2,axis3
0.196058167,0.26930665,0.588019511,1.362579823,0.408372454,284.1502239,53.96298618,-25.27575538,-143.9615474
0.206552979,0.273701655,0.645951744,1.362369061,0.386766242,245.9313582,52.93875473,-32.4595517,-142.9350199
0.170790223,0.22820376,0.706128237,1.362208128,0.314350848,227.0675571,53.21127823,-20.28705306,-143.2069186
-0.200787847,0.276677421,0.597973349,1.362096548,0.497028756,465.9175658,125.9878518,-28.17857977,144.0102666
-0.133360703,0.169961196,0.614143787,1.361706972,0.37987857,478.9424203,128.0969856,6.177534327,141.9022941
-0.107723445,0.152007276,0.563115345,1.360967875,0.384287154,516.2604122,125.345558,13.02871001,144.6493691
0.016624467,0.021262575,0.831394025,1.360581875,0.116973834,196.204534,52.03814437,11.88864074,-142.0305664
-0.088431694,0.099604003,0.687672522,1.36041832,0.273676488,469.6700687,131.5606126,23.06127771,138.43286
0.108115752,0.132214879,0.768420839,1.36039114,0.196485281,195.6393856,50.75503617,1.56593457,-140.7548819
-0.072858356,0.096092017,0.607062124,1.360337257,0.307087599,520.5024336,127.1306888,31.68819358,142.860362
-0.127680567,0.175239033,0.767249496,1.360121489,0.328490867,390.9997274,126.0530951,-12.1626559,143.9480779
-0.214238391,0.299811004,0.583982612,1.359680653,0.526745229,462.917159,125.5306458,-36.85867735,144.474312
0.17317738,0.244352286,0.710166213,1.359574795,0.32850422,233.8245098,54.65210451,-27.51910058,-144.658532
-0.243774341,0.341731604,0.508190376,1.358587503,0.607083641,481.2142235,125.5193191,-57.08947005,144.4833872
-0.060296025,0.065120027,0.724013043,1.358351231,0.218844702,455.8521594,132.7464285,28.50015537,137.2529919
0.226458756,0.283522757,0.651242929,1.357951164,0.399065402,265.043932,51.36423364,-46.41039554,-141.3728652
0.030255318,-0.04077129,0.838455311,1.35747242,0.076237832,419.1098011,126.5663281,16.38668636,143.4358942
-0.163316219,0.221086884,0.612421903,1.357409954,0.431094934,471.741327,126.4331934,-9.175088606,143.5646241
-0.235370974,0.330238249,0.573781533,1.357141733,0.564453622,477.5489116,125.4594025,-55.41843251,144.5400753
0.163369425,0.212634473,0.735435588,1.356893301,0.289638361,217.3163809,52.44182537,-21.48556805,-142.4362567
0.069360074,0.098386609,0.766482215,1.356554031,0.166263532,223.7289002,54.78001262,14.17420978,-144.7767522
-0.046238678,0.065770201,0.822475637,1.355914116,0.191679116,373.881193,125.0788381,5.655169282,144.9179453
-0.033549503,0.04590871,0.752084651,1.355698109,0.178107231,439.4423046,126.0921688,30.10867574,143.9004124
-0.121469345,0.170397029,0.751993103,1.355365992,0.323108216,400.0027568,125.4575732,-5.287798228,144.5439055
-0.021531801,0.02693718,0.809756792,1.355174303,0.147664177,392.8962503,128.574205,19.73928303,141.425978
-0.215111924,0.27044725,0.601435363,1.354802847,0.500199693,462.9090478,128.5175731,-29.51827271,141.4821587
-0.237215153,0.322316093,0.544246985,1.354748249,0.5731468,467.1865215,126.3698876,-48.32062697,143.6238963
-0.087560311,0.104063548,0.735670755,1.354143143,0.258190974,433.6921869,130.0409779,16.27144774,139.9477016
-0.025894218,0.035874989,0.801551641,1.354002476,0.156693181,394.9498436,125.8796152,20.65046442,144.1177142
-0.070150194,0.095030302,0.803210551,1.353520155,0.228622883,368.0611752,126.404532,4.747436699,143.5911057
0.040794419,-0.052343815,0.834916167,1.353110552,0.063203235,420.1497177,127.9229637,19.98378824,142.0769867
-0.139217003,0.177385213,0.759027645,1.352604151,0.339139747,391.9040726,128.1015264,-12.45883212,141.898546
0.095144838,0.124342567,0.752818475,1.352589607,0.192523042,218.6376259,52.54647621,8.502258954,-142.5434403
0.056945845,0.074809678,0.822322739,1.352583885,0.141302293,183.987605,52.7488313,2.325283743,-142.7457079
-0.244783718,0.321641434,0.567046509,1.352535963,0.567059411,472.0461507,127.2544169,-52.67267612,142.7403897
0.108520304,0.14804742,0.796832614,1.352451801,0.208421155,203.862836,53.73646288,-13.49008624,-143.7390468
0.239786956,0.33967116,0.49707236,1.352385759,0.526307259,291.8562366,54.76468605,-54.95958804,-144.7569037
-0.228991907,0.311572701,0.598121504,1.352190495,0.537886633,459.9845146,126.2952055,-46.64776953,143.7045661
0.009216748,0.011721199,0.831301207,1.352184772,0.11612298,197.5554846,51.73054943,13.94964511,-141.737947
-0.110038221,0.15242396,0.765660424,1.352007389,0.300312725,392.5008442,125.8533939,-2.467792854,144.1427954
-0.048862094,0.065806317,0.804389758,1.35191226,0.193279923,380.393417,126.6327445,12.54307434,143.3614385
-0.114597571,0.136767713,0.781415671,1.351542473,0.290837515,381.1675052,129.9855503,-4.296595801,140.0049017
0.173252555,0.237202148,0.699927351,1.351446629,0.32520705,229.6698592,53.8332991,-22.28154707,-143.8369526
0.236328601,0.326207957,0.570133053,1.351026058,0.474552747,282.4793952,54.09659145,-52.23438651,-144.1026908
-0.224237548,0.318312419,0.507225723,1.350929737,0.581294126,490.7167877,125.1778035,-44.34375017,144.8180491
-0.028195519,0.03980666,0.771156976,1.350842476,0.165162559,424.0266103,125.383066,27.64694527,144.6133138
-0.172234412,0.242410525,0.706593166,1.350568295,0.418138098,417.4858827,125.3720938,-25.4017357,144.6338289
-0.02160844,0.030830955,0.792048622,1.350453377,0.151009059,404.3816596,125.1002528,24.4989992,144.8913987
-0.183569778,0.255939228,0.667722242,1.348981619,0.446019718,434.5393617,125.6713117,-24.63245825,144.3259249
-0.2037963,0.273366451,0.64007407,1.348775864,0.480231785,442.3730787,126.725481,-30.86447323,143.270887
0.145324211,0.199055491,0.641568774,1.348770618,0.311906034,270.4575599,53.89160494,-2.361613476,-143.8854787
0.083161415,0.114502109,0.810792681,1.348646879,0.174888251,192.2346971,53.98645724,-5.459549736,-143.9959481
-0.130781262,0.178038516,0.574933966,1.348593473,0.404627023,494.4284563,126.2803688,4.36949461,143.7146566
0.226515579,0.298004933,0.574767703,1.348545551,0.44655748,273.4454207,52.74331744,-38.68334313,-142.7433805
0.176438679,0.244878934,0.677071405,1.348273993,0.341145851,243.5210011,54.20517945,-21.26094137,-144.2042862
0.099617704,0.140863618,0.750967185,1.348232269,0.208870685,217.8754071,54.76292642,4.907972493,-144.7541219
-0.107556276,0.14895092,0.773818433,1.34822011,0.295054554,386.772522,125.8591628,-3.486414892,144.1331501
-0.067692498,0.093119452,0.817686493,1.347994804,0.22560793,377.5215805,125.9887138,-0.980296244,144.0080649
-0.037207211,0.050481028,0.810864629,1.347969532,0.174461681,382.1462812,126.4361858,14.22742763,143.5712824
-0.016814704,-0.023464038,0.790858538,1.347895861,0.121795048,234.6530163,54.31113934,34.82797088,-144.3122859
-0.11372909,0.155082637,0.797237808,1.347828388,0.301870481,412.2103203,126.2345118,-19.97746297,143.7597861
0.044959548,0.062360865,0.795736763,1.347699881,0.133803022,204.1391109,54.25275218,16.2089795,-144.2541985
0.153204193,0.214081597,0.734575952,1.347632647,0.289106817,216.4663277,54.38871399,-19.11523109,-144.3872549
0.184104899,0.260553743,0.692424151,1.347365856,0.351594821,242.86704,54.7775124,-31.75235988,-144.7706205
0.196976217,0.21614898,0.635529684,1.347344875,0.340647768,256.3023125,47.67822672,-14.68352058,-137.6757249
-0.224939616,0.283957909,0.571156172,1.347110987,0.528250509,472.461709,128.4025781,-34.28940492,141.5961453
-0.016529856,-0.02334397,0.839074733,1.346818447,0.123865702,224.1761422,54.66936973,14.38308016,-144.6681377
0.020760645,0.027610642,0.804019679,1.346713305,0.116724363,205.3114556,52.99062547,21.57624397,-142.9861268
0.04448745,-0.059248575,0.814837284,1.346589088,0.053830913,416.1250205,126.9084692,31.3439609,143.0832935
-0.196089703,0.278665475,0.537132753,1.346567392,0.524391041,494.82472,125.118507,-28.41484988,144.8763063
0.020797884,0.028052914,0.769912658,1.346353054,0.123314424,236.0800524,53.35535081,30.40263959,-143.3493159
-0.235357088,0.332451004,0.514655363,1.346175671,0.593003224,477.4990714,125.3127845,-51.0013228,144.6870115
0.200203001,0.251936817,0.677277706,1.346175432,0.353508482,230.5258764,51.50625741,-29.02246205,-141.5066318
0.029762863,-0.0356455,0.840818774,1.346067905,0.079020919,422.0590498,129.8504834,13.62348896,140.1455398
0.191999617,0.271062537,0.567710854,1.345965862,0.4201662,295.240748,54.67245383,-25.07763907,-144.6748991
0.219931507,0.267916017,0.646268777,1.345730305,0.38567228,239.5035076,50.63844349,-34.16220012,-140.6398469
-0.181029184,0.252657876,0.687240507,1.345718622,0.436245553,422.4097411,125.6436777,-26.44882284,144.3516304
0.144558624,0.203260823,0.605144003,1.345568657,0.336064831,289.0968345,54.55922169,-2.447898662,-144.5550427
0.142426475,0.179215386,0.59044034,1.345558643,0.326939881,290.5886671,51.50501696,2.713868711,-141.5049073
0.124185775,0.176815894,0.694563931,1.345394135,0.264133509,246.4698585,54.94564866,1.888232756,-144.948325
-0.175615853,0.23295502,0.703721296,1.345327377,0.414307727,417.38365,127.0342419,-22.32739303,142.9641026
-0.046026286,0.054199557,0.793474789,1.345257044,0.184321528,396.5705664,130.2920772,17.98034393,139.7108896
-0.14665257,0.186992121,0.568479054,1.345085144,0.422658678,495.1476108,128.0880324,-0.190813646,141.9036356
0.161400511,0.222188437,0.634149458,1.345026255,0.337809096,272.1638984,54.02663828,-9.63563405,-144.0211868
-0.084363494,0.111193752,0.54457369,1.344757318,0.363946783,543.579609,127.2133948,25.37259354,142.7847942
-0.214713651,0.269399234,0.631322761,1.344610691,0.487585218,446.364272,128.5754192,-31.24233849,141.4168293
-0.126734412,0.142631873,0.740393745,1.344308138,0.31014224,408.3636425,131.5935968,2.161123156,138.4031849
0.118462948,0.142957892,0.709796807,1.344004154,0.226648269,237.7740243,50.32255168,7.948892659,-140.322335
-0.120652823,0.169531598,0.681475519,1.343902826,0.341571421,444.2070533,125.4665465,5.174855194,144.5258837
0.073740065,0.100123602,0.727729263,1.34389472,0.181023272,253.7515471,53.58842668,20.12779867,-143.5981956
0.015729789,-0.020216731,0.837010038,1.343871593,0.095453309,408.0798136,127.853619,15.75129262,142.1441714
0.066687951,0.088322192,0.793490433,1.343716383,0.152148623,193.3899642,52.91175689,9.666289877,-142.9083343
-0.133430323,0.185941495,0.762667751,1.343672037,0.340710377,397.0815428,125.6871996,-15.04447449,144.322831
-0.0382304,0.054124445,0.802791716,1.343661547,0.177673493,386.3443376,125.191837,16.20250109,144.79968
0.163987523,0.22922581,0.734239191,1.343641996,0.305716971,234.8021294,54.39849255,-28.27393349,-144.4028333
-0.204092119,0.246066995,0.559444455,1.343349457,0.497109392,489.8345285,129.6571716,-21.81223005,140.3400216
0.139601706,0.185356729,0.771604309,1.343289852,0.251419444,218.1668784,52.99390102,-21.38361281,-142.9899002
-0.070276656,0.097751768,0.823814452,1.343282938,0.230959853,402.9268486,125.7349459,-7.897586022,144.2582642
-0.081413102,0.108285377,0.565469219,1.343181133,0.346100499,535.7576379,126.9072325,27.52164773,143.0892649
-0.100489175,0.139942167,0.619028346,1.343096256,0.339715256,496.339964,125.7100058,17.48825343,144.2860226
0.184048253,0.2545527,0.552464561,1.343041182,0.414789954,305.2185008,54.11654291,-20.57222717,-144.1192283
-0.135255964,0.177532346,0.570202358,1.342744112,0.40961998,495.5425679,127.3215935,3.597341215,142.6774179
-0.200654912,0.26426732,0.662306525,1.342627525,0.46447317,431.4117294,127.230674,-30.4302906,142.7605947
-0.149247964,0.189601686,0.692652598,1.342565775,0.36996224,433.4212211,128.1834201,-4.673060906,141.8139878
0.144222998,0.199867468,0.759745872,1.342378616,0.26827475,221.9681271,54.20815525,-21.88917668,-144.2062253
0.237922527,0.26249842,0.527809729,1.342363119,0.450049049,293.7362688,47.82629379,-32.63819155,-137.8177194
0.150206276,0.206770503,0.734431292,1.3422575,0.281659145,215.7923237,54.02772139,-16.11557257,-144.0238844
0.103326012,0.134439261,0.582706492,1.342194319,0.298316093,322.3856279,52.4300754,18.25225433,-142.4307441
-0.128478426,0.148787535,0.688867501,1.342148542,0.330515335,444.3923917,130.7825658,7.440852866,139.2108085
0.097956329,0.118254197,0.758373093,1.341990471,0.185088996,210.1185506,50.33149508,8.143893085,-140.328432
0.199739075,0.273644774,0.641692041,1.341972589,0.386685314,252.4469157,53.85314549,-30.20660995,-143.8542234
-0.047911663,0.067505467,0.805002552,1.341946125,0.19365691,379.2930765,125.4015157,12.17220832,144.5916609
0.160367603,0.222898057,0.592640349,1.341827154,0.361432165,292.5922465,54.24783357,-9.095685864,-144.248937
-0.161327274,0.212796702,0.669374609,1.341614246,0.401322888,443.9188326,127.1907892,-9.640736816,142.8103075
-0.186116626,0.249384507,0.606322902,1.341562271,0.466272785,469.1836454,126.715362,-19.10510578,143.2770167
0.242573332,0.319527838,0.578802794,1.341397047,0.466676048,281.1060225,52.81516008,-52.82692947,-142.8157357
0.206842374,0.258199395,0.61512528,1.341261625,0.388023297,265.70019,51.32159181,-25.31276117,-141.326148
0.125180111,0.17595562,0.762392291,1.341221094,0.241817587,202.9908344,54.54695604,-10.19726544,-144.5392852
0.047776969,0.059895355,0.814639189,1.341085434,0.129877449,178.9499738,51.38580808,9.996052203,-141.3890185
0.244750039,0.299973411,0.566140493,1.341069937,0.45821681,267.8041165,50.80713174,-43.48585075,-140.8068174
0.173927705,0.237042757,0.722316533,1.340876579,0.318401538,236.3581581,53.7531431,-29.53507688,-143.7492086
-0.012448158,0.01695892,0.773144075,1.340809345,0.139204425,425.125983,126.4210996,32.03206863,143.5759223
-0.213537746,0.300704423,0.574208894,1.340197086,0.531190013,467.9477073,125.3617957,-36.62690035,144.6328684
-0.043179297,0.061479826,0.831071481,1.340176582,0.187383987,388.3486461,125.1084972,1.626879432,144.8905672
0.00834131,-0.010829619,0.837188132,1.340070486,0.105933958,404.8069545,127.6613756,14.30640784,142.3299237
0.243018235,0.311626538,0.485802751,1.339833498,0.513292751,303.4083269,52.0379509,-47.37417003,-142.0321624
-0.188416522,0.251770128,0.680772753,1.339796543,0.442212382,425.3843168,126.7885963,-26.62746104,143.2050324
-0.009113785,0.012007801,0.812802119,1.339743614,0.12898775,397.2906147,127.3298556,21.83882665,142.6667322
-0.041540453,0.056726673,0.820709724,1.339731932,0.182140013,373.1100119,126.250094,8.774636157,143.744787
0.240141273,0.334261657,0.548110476,1.339633465,0.493519698,288.0170194,54.28784648,-54.98230504,-144.2817567
0.238225745,0.328859063,0.560255095,1.339592218,0.482287101,283.7914335,54.09891973,-52.88966046,-144.098763
-0.234939246,0.332952379,0.544447874,1.339562654,0.578887522,470.7825027,125.190206,-52.04339305,144.8054717
-0.144932592,0.201347053,0.656765922,1.339551926,0.387811802,452.1718381,125.7707976,-3.538395793,144.2195092
-0.011348542,0.015487346,0.809819221,1.339530706,0.132740032,397.830003,126.1271471,22.21948789,143.8609447
-0.095554872,0.13275721,0.71875919,1.33946991,0.287554009,436.9330776,125.7125166,12.23431291,144.2858294
-0.235103254,0.294831695,0.599808948,1.33940196,0.529617572,450.0792537,128.5502139,-41.69263496,141.4514846
-0.216845009,0.282960295,0.645096349,1.339257956,0.493437225,444.5351859,127.4444992,-38.92552729,142.5504099
0.182127777,0.226120748,0.695028511,1.33924365,0.319075621,229.2705554,51.17357079,-20.0729831,-141.1807749
-0.117645486,0.153326565,0.569275096,1.338922501,0.386556076,510.5249357,127.5193745,11.42764403,142.4757738
-0.082232749,0.11644012,0.550039665,1.338920593,0.361446831,540.1340263,125.2568848,24.78489622,144.7316116
0.130923486,0.169552571,0.63688496,1.338818789,0.288653739,275.7728388,52.35143668,6.186921487,-142.351698
0.015557973,-0.021650972,0.819635506,1.338797569,0.09143573,403.4335874,125.6619955,24.93716099,144.330047
-0.11274343,0.143840274,0.742527373,1.338752985,0.300494729,408.5878283,128.1192712,3.863386426,141.8773231
-0.086638164,0.123408743,0.785674906,1.338444471,0.261131595,379.0667681,125.0428285,2.170254023,144.9560006
0.047676796,0.067491686,0.792292728,1.337923765,0.137860863,207.8306188,54.80392906,16.01211817,-144.8037197
-0.045566574,0.059903579,0.765900135,1.337670326,0.191825392,424.004004,127.2093192,23.75175849,142.7810199
0.114832951,0.162661817,0.7591537,1.337570906,0.228568511,208.6534126,54.80590071,-4.029160859,-144.7942516
0.101571554,0.136326496,0.636498183,1.337553501,0.261247568,297.4127566,53.34233372,17.55263427,-143.336894
-0.116590833,0.15908633,0.755114681,1.337432384,0.311217298,399.2015675,126.2641245,-2.53083703,143.737445
0.17623653,0.199907351,0.668933924,1.33738184,0.305266027,243.8208421,48.57773353,-9.450238167,-138.5708909
-0.233665269,0.324470861,0.559828612,1.33721137,0.565482053,465.241581,125.7776085,-49.10986413,144.2168637
-0.082232152,0.095553199,0.551211587,1.337203026,0.350876095,545.4865029,130.6850592,29.88042932,139.3102384
0.122620405,0.149894234,0.609525131,1.337127686,0.290494219,295.8970374,50.690965,12.01781186,-140.6885424
-0.064869247,-0.083221235,0.831351821,1.337037563,0.166059109,242.4062809,52.0581287,22.00059777,-142.0560579
0.008331152,-0.009850374,0.824265132,1.337010622,0.103738835,396.1896612,130.1375898,21.30849523,139.8547225
0.247652969,0.348449132,0.429310779,1.336951494,0.577286831,310.1883061,54.6111126,-63.75167755,-144.6078265
0.081808058,0.114983333,0.760051161,1.336699009,0.182206627,222.0086914,54.53610189,10.76569037,-144.5386815
0.05031485,0.070636039,0.820145176,1.336619139,0.13927066,183.0055536,54.50714994,5.313924022,-144.5143139
0.144519838,0.160230839,0.766891796,1.336442232,0.228768703,188.6165892,47.92703577,-11.65194404,-137.923207
-0.044864908,0.063741431,0.791478523,1.336428165,0.189665933,397.2492773,125.097939,17.1745114,144.9018909
-0.102034907,0.131095127,0.77993613,1.336174488,0.278009463,383.267872,127.9223588,-0.265077326,142.0729894
-0.008734164,0.011159387,0.780726797,1.336170197,0.13125261,418.2666747,128.2321634,31.31995354,141.7591156
0.140535475,0.182629505,0.743825227,1.336048603,0.254589759,210.5690741,52.3965032,-9.881969671,-142.3975663
0.139497537,0.198526023,0.727611662,1.335965872,0.273983607,224.8632036,54.88141496,-10.21646341,-144.8729988
0.094506538,0.122901628,0.651429611,1.335952759,0.241317271,292.4164897,52.40718883,20.62951743,-142.4023609
-0.038709717,0.048879638,0.811633619,1.33591938,0.174637604,381.4491524,128.3375247,14.02371845,141.6601139
0.236872641,0.331636882,0.541158048,1.335909367,0.494225833,282.4617543,54.48157117,-51.83679311,-144.4878365
0.179118936,0.239618601,0.707951214,1.335813761,0.326236329,229.1285353,53.19961064,-26.63289996,-143.1924379
-0.268043439,0.343077103,0.489468801,1.335749865,0.631212318,502.9142841,127.9827365,-68.10385949,142.0142931
-0.142663479,0.16592771,0.775585402,1.335709095,0.331626406,400.1291774,130.66633,-16.74988943,139.3301802
-0.249092449,0.318094153,0.552308347,1.335688591,0.573749033,468.498157,128.0820383,-50.73427464,141.9108188
-0.068939542,0.093581965,0.804741827,1.335641861,0.22671739,366.5580571,126.3479833,4.650962401,143.6521402
-0.135959511,0.188542586,0.751902671,1.335611105,0.345920843,396.3089974,125.7715604,-12.71180236,144.2239867
-0.185921111,0.247303954,0.702848613,1.335459948,0.431494097,426.9247853,126.9143895,-30.12756698,143.0830942
-0.239813126,0.299871059,0.605375659,1.335397243,0.533811483,459.8409663,128.6700131,-46.40775798,141.3275331
-0.206984568,0.287024178,0.529835361,1.33537674,0.539687757,494.2005319,125.7825413,-32.42906245,144.2208136
0.214856908,0.28885549,0.545696287,1.335241318,0.452283671,294.9457842,53.37342214,-33.70851802,-143.3645784
-0.087830103,0.117114341,0.665744908,1.335190535,0.293884818,479.6260205,126.9043002,21.81802723,143.0924133
0.246724693,0.329084196,0.50716121,1.335082293,0.514271543,287.0716096,53.12436772,-52.80302784,-143.119833
0.08258746,0.104614964,0.55028053,1.33501935,0.306989355,349.4141451,51.68331681,27.60531554,-141.684645
0.181516456,0.215687618,0.654697648,1.335016489,0.326617218,252.0067125,49.89522985,-12.77120669,-139.8936116
0.221328543,0.311198132,0.550969251,1.33490181,0.468445593,285.6849318,54.56227761,-40.95979213,-144.5505324
-0.117731706,0.153106622,0.767283877,1.334794521,0.30594097,390.5507949,127.5331348,-4.401866605,142.4635732
-0.061931438,0.087316404,0.802748647,1.334607124,0.21736866,373.9317919,125.3809016,7.571492731,144.6124582
0.266971311,0.350021533,0.410971799,1.334548473,0.595791528,319.394055,52.6521517,-72.3040645,-142.6489561
-0.196447512,0.269032453,0.678250668,1.334543705,0.460351542,437.0010435,126.1588238,-34.99443064,143.8384185
-0.250856308,0.353550459,0.451381054,1.334368944,0.648450608,497.8966106,125.3724883,-65.43665689,144.6218107
-0.051658709,0.061841899,0.825063881,1.334223747,0.193491949,376.7314656,129.8440577,4.210555811,140.150736
-0.231666029,0.304935938,0.517715221,1.334157705,0.57147818,489.0758782,127.2398691,-41.80370137,142.7620286
0.080570189,0.104719953,0.598394369,1.334129572,0.267865968,329.2879759,52.46070577,28.67260783,-142.4666321
0.163529799,0.225623443,0.72438026,1.33404994,0.304806613,222.4028734,54.04351789,-22.42169101,-144.0442136
-0.185201036,0.257057744,0.708000224,1.334004402,0.436801417,447.0407344,125.7925526,-40.02108389,144.2046246
0.249248049,0.32389598,0.509750005,1.333940744,0.509576013,286.1915291,52.40490015,-51.6265545,-142.3955816
-0.132251336,0.18433906,0.699464974,1.333704472,0.353013972,430.8868251,125.6840539,-1.50533878,144.3146955
0.059694245,0.076458364,0.785239303,1.33362937,0.143490096,206.3697405,52.05975693,14.89716591,-142.0541155
0.111891749,0.139866561,0.792158965,1.333518744,0.200811427,190.1476258,51.36539242,-8.831633218,-141.3632825
0.099789529,0.088772067,0.817434829,1.33349371,0.148762626,483.0397777,-134.4206057,30.52286009,143.3628657
-0.009684255,-0.012183751,0.796125561,1.333256483,0.118442849,222.5604453,51.63684129,31.5540344,-141.6420174
-0.193559378,0.268480967,0.689559085,1.333196878,0.455013258,444.5856801,125.810518,-38.7934781,144.1869286
0.121186263,0.13995375,0.792270792,1.333137035,0.201744157,190.4550381,49.13457646,-11.22291964,-139.1333909
-0.062586043,0.086290289,0.807037403,1.333103657,0.217076209,367.2884896,125.9234482,6.142134186,144.0683434
-0.051310762,0.059759219,0.813575575,1.333095789,0.191306749,373.5947177,130.6873994,9.954315168,139.3101342
0.050839768,0.05954482,0.743254106,1.333069324,0.144193391,245.2434299,49.56454972,27.50966258,-139.5684726
