x,y,z,run_time,distance,delta6,delta3,joint1,joint2,joint3,joint4,joint5,joint6
-0.042136886,-0.112656922,0.206651762,1.15,0.039615721,2.847879172,0.192791892,0.021868932,0.014892777,0.156030182,2.607424423,0.046760767,0.00090209
-0.044053423,-0.147909746,0.136775077,1.1,0.035766029,2.823837902,0.464060084,0.023812789,0.318866712,0.121380583,2.302249432,0.043318467,0.014209919
-0.03297005,-0.107699782,0.190129062,1.15,0.023978082,0.609485281,0.202216491,0.029822743,0.063377837,0.109015911,0.363837463,0.018291229,0.025140099
-0.02879595,-0.126906277,0.199807305,1.05,0.035658929,6.404128278,0.159782674,0.006540288,0.01985319,0.133389196,6.177960075,0.055505782,0.010879747
-0.035457728,-0.097167861,0.17088145,1.100000001,0.026415875,3.984915452,0.555641813,0.005292042,0.403221549,0.147128222,3.355638972,0.072214851,0.001419816
-0.034370089,-0.113636235,0.171937718,1.1,0.018198756,4.016339713,0.090009558,0.013155676,0.024856393,0.051997489,3.899515574,0.013622542,0.01319204
-0.046810356,-0.096087429,0.161885509,1.100000001,0.013931298,3.463442622,0.120017457,0.004262941,0.052423236,0.06333128,3.313267587,0.017644899,0.012512679
-0.035298666,-0.098683944,0.181790405,1.100000001,0.007563382,1.002093174,0.108436096,0.013199392,0.081096728,0.014139976,0.892114247,0.001031884,0.000510947
-0.036495275,-0.12173893,0.174442376,1.149999999,0.010445223,1.009746448,0.13749999,0.010358577,0.107610144,0.019531269,0.85795726,0.00201687,0.012272328
-0.042817711,-0.115038209,0.163599096,1.1,0.018198756,4.016339713,0.090009558,0.013155676,0.024856393,0.051997489,3.899515574,0.013622542,0.01319204
-0.018211626,-0.100676022,0.160625151,1.2,0.012807717,2.689577964,0.14176899,0.024669619,0.09703178,0.020067591,2.530445334,0.01358891,0.003774731
-0.030421092,-0.113232129,0.193596898,1.15,0.041529994,5.728406181,0.173180785,0.006500391,0.059963801,0.106716592,5.49400614,0.060384358,0.000834899
-0.03397713,-0.10519814,0.147088378,1.149999999,0.046201679,6.108806668,0.445793875,0.003560401,0.422011384,0.020222091,5.649999151,0.010269387,0.002744254
-0.023369492,-0.123839813,0.175512012,1.05,0.029326862,2.711768156,0.168746209,0.03494492,0.039283785,0.094517504,2.509642048,0.010549575,0.022830324
-0.045056593,-0.139892541,0.169580037,1.05,0.017799041,5.507131652,0.072736721,0.009834777,0.005014248,0.057887696,5.414859176,0.014363997,0.005171758
-0.036969688,-0.138897915,0.182509638,1.1,0.035658929,6.404128278,0.159782674,0.006540288,0.01985319,0.133389196,6.177960075,0.055505782,0.010879747
-0.025215277,-0.108191412,0.160831121,1.149999999,0.023978082,0.609485281,0.202216491,0.029822743,0.063377837,0.109015911,0.363837463,0.018291229,0.025140099
-0.037423217,-0.129675439,0.187626037,1.05,0.008844867,3.364609895,0.055275529,0.004857509,0.02654513,0.023872889,3.306194501,0.000369588,0.002770278
-0.000173718,-0.117419429,0.176625698,1.100000001,0.052931868,2.695268423,0.459096162,0.024266134,0.364897746,0.069932282,2.133817807,0.07397828,0.028376174
-0.024905283,-0.105354255,0.164193561,1.1,0.015038894,3.334699262,0.308901041,0.024858459,0.138162439,0.145880144,2.948423618,0.064148141,0.013226461
-0.049398195,-0.128779322,0.194851922,1.100000001,0.087622506,3.47384524,0.682296172,0.007923806,0.512136552,0.162235814,2.733521589,0.05635908,0.001668399
-0.018126253,-0.090773594,0.122367804,1.2,0.03750256,6.164995663,0.202216491,0.029822743,0.063377837,0.109015911,5.919347845,0.018291229,0.025140099
-0.021943704,-0.112132466,0.162380819,1.1,0.0300795,3.622387237,0.170147213,0.017164899,0.029793426,0.123188888,3.441753868,0.008677951,0.001808205
-0.022851135,-0.110101006,0.164698114,1.05,0.020166868,2.6266275,0.105110933,0.013516465,0.035180589,0.05641388,2.494212678,0.014271973,0.013031916
-0.026179817,-0.09829605,0.161334771,1.15,0.024437163,0.226545507,0.155429704,0.011291131,0.101232631,0.042905942,0.005925269,0.03929976,0.025890774
-0.031497392,-0.132392502,0.185825243,1.100000001,0.052170592,3.334699262,0.308901041,0.024858459,0.138162439,0.145880144,2.948423618,0.064148141,0.013226461
-0.022037416,-0.116451591,0.165084072,1.149999999,0.015038894,5.433653832,0.102227406,0.010001289,0.063968868,0.028257249,5.221146503,0.090528848,0.019751075
-0.028642593,-0.090786128,0.126306847,1.1,0.007711192,3.554174594,0.045440609,0.015274054,0.025022813,0.005143741,3.484794323,0.021739909,0.002199753
-0.018243028,-0.096982468,0.146462991,1.1,0.032100864,3.319566671,0.331363089,0.023136333,0.289372349,0.018854407,2.944075278,0.026967825,0.017160478
-0.030580361,-0.087223567,0.119326738,1.1,0.032100864,3.319566671,0.331363089,0.023136333,0.289372349,0.018854407,2.944075278,0.026967825,0.017160478
-0.038828715,-0.099051485,0.123692771,1.149999999,0.071253406,1.603914421,0.199679359,0.034737043,0.048638018,0.116304298,1.369193711,0.033052693,0.001988658
-0.02221686,-0.090181861,0.123586544,1.050000001,0.031711643,1.632738552,0.18060014,0.035290496,0.029650053,0.115659591,1.41402275,0.036439498,0.001676164
-0.03017834,-0.121281854,0.178893125,1.199999999,0.013697296,2.734936525,0.328209396,0.000983679,0.28166672,0.045558997,2.392430037,0.000181269,0.014115822
-0.019012331,-0.099855707,0.120982178,1.149999999,0.061962273,6.122512255,0.443513928,0.015476013,0.27225345,0.155784465,5.525097504,0.121069768,0.032831054
-0.044882932,-0.129279135,0.13063554,1.15,0.0491873,1.504095524,0.466485534,0.015774464,0.264934231,0.185776839,0.901964106,0.126008915,0.009636968
-0.024746892,-0.11552798,0.160878965,1.25,0.044927746,1.85360038,0.253015621,0.021580481,0.093680812,0.137754328,1.593233656,0.002826223,0.004524879
-0.033472249,-0.094998171,0.132519689,1.300000001,0.041457356,2.901960148,0.538902892,0.0434316,0.406598867,0.088872424,2.331750219,0.029612598,0.00169444
-0.025393226,-0.103254982,0.137567506,1.2,0.03474149,4.433088306,0.27920395,0.009682986,0.253438155,0.01608281,4.088759323,0.050070762,0.015054271
-0.031195653,-0.120259772,0.180993291,1.2,0.034619779,5.209817848,0.54072897,0.021180397,0.380390771,0.139157802,4.661565937,0.00294928,0.004573661
-0.024754075,-0.12706419,0.169454516,1.05,0.008844867,3.364609895,0.055275529,0.004857509,0.02654513,0.023872889,3.306194501,0.000369588,0.002770278
-0.026955641,-0.115008368,0.156430272,1.15,0.040142063,4.603514025,0.520254301,0.039746433,0.392844065,0.087663803,4.053936795,0.027228856,0.002094074
-0.024093219,-0.109224659,0.142498968,1.1,0.04716922,3.439609977,0.265055958,0.022639623,0.238078008,0.004338327,3.137802867,0.021862969,0.014888184
-0.050117485,-0.131047157,0.154562431,1.100000001,0.035766029,2.823837902,0.464060084,0.023812789,0.318866712,0.121380583,2.302249432,0.043318467,0.014209919
-0.02914663,-0.09721953,0.136617228,1.2,0.051776925,2.872138756,0.494506624,0.018437527,0.418261918,0.057807178,2.342049753,0.021200838,0.014381541
-0.050442367,-0.132724855,0.128991817,1.25,0.049623199,2.997944932,0.27428487,0.011636965,0.091796042,0.170851863,2.661778434,0.060111518,0.00177011
-0.012517345,-0.106492587,0.138369946,1.05,0.037687417,6.276030857,0.350332739,0.02163751,0.292130941,0.036564289,5.825829746,0.078115336,0.021753036
-0.054228385,-0.133505634,0.15093963,1.100000001,0.035766029,2.823837902,0.464060084,0.023812789,0.318866712,0.121380583,2.302249432,0.043318467,0.014209919
-0.011449726,-0.103350492,0.151786457,1.100000001,0.012807717,3.911872603,0.14176899,0.024669619,0.09703178,0.020067591,3.752739973,0.01358891,0.003774731
-0.030096971,-0.10578979,0.164224159,1.1,0.039306356,5.606317164,0.202275139,0.016883898,0.059438819,0.125952421,5.330584636,0.07174701,0.001710379
-0.02461933,-0.08951972,0.124795457,1.1,0.03750256,9.018121831,0.328209396,0.000983679,0.28166672,0.045558997,8.675615344,0.000181269,0.014115822
-0.028097581,-0.105843233,0.152448519,1.05,0.040489482,3.957573371,0.27428487,0.011636965,0.091796042,0.170851863,3.621406873,0.060111518,0.00177011
-0.025500333,-0.114692119,0.168238003,1.05,0.032036603,1.165216243,0.158886999,0.020873503,0.005312618,0.132700877,0.944076128,0.048852504,0.013400612
-0.027783992,-0.12883076,0.177248169,1.1,0.052931868,2.695268423,0.459096162,0.024266134,0.364897746,0.069932282,2.133817806,0.07397828,0.028376174
-0.028364353,-0.105885411,0.132026827,1.15,0.026415875,1.628760638,0.260936922,0.013077763,0.24675095,0.00110821,1.349701671,0.014056751,0.004065293
-0.042583295,-0.096999935,0.135183887,1.15,0.010115117,6.497880276,0.155429704,0.011291131,0.101232631,0.042905942,6.277260038,0.03929976,0.025890774
-0.044741948,-0.132862793,0.208194329,1.1,0.017543267,5.48298591,0.119716009,0.015049366,0.093980964,0.010685679,5.285112201,0.063111256,0.015046445
-0.024402827,-0.102143701,0.18542797,1.1,0.051776925,4.471224558,0.494506624,0.018437527,0.418261918,0.057807178,3.941135555,0.021200838,0.014381541
-0.02956573,-0.111964654,0.168378201,1.15,0.024227329,1.336529604,0.163054178,0.015192888,0.106492799,0.041368491,1.155965163,0.010451436,0.007058827
-0.046075505,-0.120225874,0.142106547,1.100000001,0.068477566,5.641559272,0.554833914,0.028553962,0.472002363,0.054277589,5.062597402,0.020908365,0.003219591
-0.029154793,-0.12720487,0.123989552,1.05,0.068477566,5.641559272,0.554833914,0.028553962,0.472002363,0.054277589,5.062597402,0.020908365,0.003219591
-0.026220694,-0.128127267,0.19232934,1.1,0.078053172,3.356355966,0.597964532,0.016765416,0.413770976,0.167428141,2.707631332,0.04913028,0.001629821
-0.019771897,-0.103855361,0.15394989,1.1,0.051776925,4.471224558,0.494506624,0.018437527,0.418261918,0.057807178,3.941135555,0.021200838,0.014381541
-0.027942866,-0.099725126,0.14609471,1.1,0.032100864,3.319566671,0.331363089,0.023136333,0.289372349,0.018854407,2.944075279,0.026967825,0.017160478
-0.016802534,-0.123565585,0.17271942,1.1,0.04850042,3.554174594,0.045440609,0.015274054,0.025022813,0.005143741,3.484794323,0.021739909,0.002199753
-0.021855153,-0.100468752,0.133511065,1.2,0.078053172,4.224278609,0.597964532,0.016765416,0.413770976,0.167428141,3.575553976,0.04913028,0.001629821
-0.036879027,-0.10032527,0.179208516,1.149999999,0.056730924,6.075363546,0.432246394,0.000408151,0.330268529,0.101569713,5.56585792,0.068208532,0.009050701
-0.016248657,-0.127584179,0.185438625,1.2,0.019982417,3.385519306,0.128220492,0.01966686,0.032299228,0.076254403,3.24083533,0.015929271,0.000534213
-0.020042213,-0.097829623,0.147590918,1.149999999,0.010115117,0.226545507,0.155429704,0.011291131,0.101232631,0.042905942,0.005925269,0.03929976,0.025890774
-0.013481107,-0.092437133,0.116880172,1.149999999,0.075249419,5.606317164,0.202275139,0.016883898,0.059438819,0.125952421,5.330584636,0.07174701,0.001710379
-0.022483975,-0.097783332,0.180219005,1.15,0.041739162,3.916215633,0.192791892,0.021868932,0.014892777,0.156030182,3.675760884,0.046760767,0.00090209
-0.041200676,-0.140824534,0.181415953,1.149999999,0.077816727,4.463641238,0.523301081,0.007922601,0.305339156,0.210039324,3.855016687,0.072070213,0.013253257
-0.030861517,-0.107250486,0.164030644,1.149999999,0.038623659,5.733636738,0.380702377,0.00713295,0.351926001,0.021643426,5.335803323,0.014913008,0.002218029
-0.041292821,-0.124932912,0.219619502,1.15,0.039615721,2.847879172,0.192791892,0.021868932,0.014892777,0.156030182,2.607424423,0.046760767,0.00090209
-0.03474531,-0.145213503,0.19560175,1.149999999,0.042154452,9.376325059,0.253068066,0.011662465,0.122514812,0.118890789,9.051439586,0.063247436,0.008569972
-0.031412286,-0.12110957,0.178180705,1.25,0.035766029,3.921387451,0.105110933,0.013516465,0.035180589,0.05641388,3.788972629,0.014271973,0.013031916
-0.020302528,-0.116030737,0.121630461,1.1,0.068477566,5.148712307,0.199679359,0.034737043,0.048638018,0.116304298,4.913991597,0.033052693,0.001988658
-0.020718127,-0.122684893,0.163637135,1.1,0.03474149,3.400919404,0.285254028,0.003893038,0.215229386,0.066131605,3.075273,0.028118311,0.012274065
-0.031200935,-0.1028585,0.132987854,1.100000001,0.007711192,3.554174594,0.045440609,0.015274054,0.025022813,0.005143741,3.484794323,0.021739909,0.002199753
-0.034681014,-0.099619761,0.137130831,1.2,0.078053172,4.224278609,0.597964532,0.016765416,0.413770976,0.167428141,3.575553976,0.04913028,0.001629821
-0.034312868,-0.097610501,0.134048379,1.05,0.068477566,5.641559272,0.554833914,0.028553962,0.472002363,0.054277589,5.062597402,0.020908365,0.003219591
-0.025616822,-0.107405945,0.119759243,1.05,0.049623199,3.957573371,0.27428487,0.011636965,0.091796042,0.170851863,3.621406873,0.060111518,0.00177011
-0.023872929,-0.108268285,0.125139072,1.15,0.007711192,2.867771256,0.045440609,0.015274054,0.025022813,0.005143741,2.798390985,0.021739909,0.002199753
-0.03809789,-0.104926349,0.167186792,1.1,0.038623659,5.733636738,0.380702377,0.00713295,0.351926001,0.021643426,5.335803323,0.014913008,0.002218029
-0.012238785,-0.117082474,0.19276629,1.1,0.028619683,4.016339713,0.090009558,0.013155676,0.024856393,0.051997489,3.899515574,0.013622542,0.01319204
-0.043218194,-0.102061182,0.151201966,1.100000001,0.034797729,0.319316004,0.063091402,0.002271421,0.004917621,0.05590236,0.239944133,0.006545503,0.009734965
-0.024730744,-0.097136785,0.13394203,1.1,0.05534268,5.316374102,0.365551861,0.01264323,0.183015729,0.169892901,4.884039165,0.058527689,0.008255388
-0.02439254,-0.117393562,0.157601376,1.149999999,0.023978082,0.60948528,0.202216491,0.029822743,0.063377837,0.109015911,0.363837462,0.018291229,0.025140099
-0.016071004,-0.100402656,0.12661042,1.100000001,0.036501886,3.818678224,0.383765406,0.001340641,0.375482166,0.0069426,3.429443627,0.002521078,0.002948113
-0.035498371,-0.146824012,0.174857327,1.100000001,0.035658929,6.404128278,0.159782674,0.006540288,0.01985319,0.133389196,6.177960075,0.055505782,0.010879747
-0.02838038,-0.106131857,0.139132974,1.2,0.067282208,4.178859432,0.433387979,0.007864128,0.254817464,0.170706388,3.651805901,0.076550062,0.017115491
-0.056578584,-0.136326343,0.184986198,1.149999999,0.034797729,5.728406181,0.173180785,0.006500391,0.059963801,0.106716592,5.49400614,0.060384358,0.000834899
-0.024263325,-0.119902622,0.163064802,1.05,0.03397712,4.486807906,0.172891817,0.026189787,0.036184724,0.110517307,4.306362455,0.002874558,0.004679076
-0.033468507,-0.112404679,0.127872115,1.2,0.010115117,6.427461886,0.048389588,0.01347921,0.003819246,0.031091132,6.352671956,0.016383161,0.010017181
-0.02559337,-0.104943332,0.183230253,1.15,0.057800976,3.586115962,0.122796274,0.008789782,0.037653175,0.076353317,3.39494385,0.059667381,0.008708457
-0.044299699,-0.115092069,0.17560942,1.15,0.024227329,1.336529604,0.163054178,0.015192888,0.106492799,0.041368491,1.155965163,0.010451436,0.007058827
-0.056965531,-0.128967688,0.214313263,1.3,0.098667684,6.15097754,0.735030865,0.011892591,0.544137372,0.179000902,5.281583732,0.119765031,0.014597912
-0.032453685,-0.085309911,0.125296388,1.1,0.046201679,0.753021319,0.163298688,0.00484139,0.127981518,0.03047578,0.560894114,0.020771778,0.008056739
-0.019271003,-0.129130572,0.199410031,1.05,0.008844867,3.364609896,0.055275529,0.004857509,0.02654513,0.023872889,3.306194501,0.000369588,0.002770278
-0.036898943,-0.121201217,0.161212621,1.1,0.018198756,4.016339713,0.090009558,0.013155676,0.024856393,0.051997489,3.899515574,0.013622542,0.01319204
-0.014010832,-0.099472845,0.167013136,1.1,0.013931298,3.463442622,0.120017457,0.004262941,0.052423236,0.06333128,3.313267587,0.017644899,0.012512679
-0.029942895,-0.119548306,0.206907283,1.05,0.008844867,3.364609896,0.055275529,0.004857509,0.02654513,0.023872889,3.306194501,0.000369588,0.002770278
-0.023364288,-0.096395457,0.125054893,1.05,0.049623199,3.957573371,0.27428487,0.011636965,0.091796042,0.170851863,3.621406873,0.060111518,0.00177011
-0.030024837,-0.126301702,0.177603447,1.100000001,0.075249419,3.984915453,0.555641813,0.005292042,0.403221549,0.147128222,3.355638972,0.072214851,0.001419816
-0.04926524,-0.10821089,0.163547018,1.1,0.013697296,0.319316004,0.063091402,0.002271421,0.004917621,0.05590236,0.239944133,0.006545503,0.009734965
-0.007916075,-0.094857838,0.149786337,1.100000001,0.002824956,1.225965856,0.052805058,0.026070789,0.018751893,0.007982377,1.093927352,0.068418475,0.010814971
-0.030144629,-0.131742122,0.201458444,1.1,0.087622506,3.47384524,0.682296172,0.007923806,0.512136552,0.162235814,2.733521589,0.05635908,0.001668399
-0.021148071,-0.09951338,0.14092986,1.05,0.05534268,5.316374102,0.365551861,0.01264323,0.183015729,0.169892901,4.884039165,0.058527689,0.008255388
-0.028131387,-0.108980704,0.131737813,1.1,0.056730924,1.226833014,0.432246394,0.000408151,0.330268529,0.101569713,0.717327387,0.068208532,0.009050701
-0.047185487,-0.124547328,0.202787536,1.100000001,0.014507506,3.334699262,0.308901041,0.024858459,0.138162439,0.145880144,2.948423618,0.064148141,0.013226461
-0.039413476,-0.138148343,0.205132563,1.1,0.078053172,3.356355966,0.597964532,0.016765416,0.413770976,0.167428141,2.707631332,0.04913028,0.001629821
-0.035253214,-0.115676519,0.212031901,1.05,0.070497034,1.865412269,0.574136867,0.031076893,0.488833571,0.054226403,1.270290158,0.018500027,0.002485217
-0.031913777,-0.134571118,0.206827919,1.2,0.070647312,4.463641238,0.523301081,0.007922601,0.305339156,0.210039324,3.855016687,0.072070213,0.013253257
-0.022029811,-0.099550587,0.168000949,1.149999999,0.039306356,5.606317165,0.202275139,0.016883898,0.059438819,0.125952421,5.330584637,0.07174701,0.001710379
-0.020239553,-0.102022363,0.124485592,1.2,0.036501886,4.289987369,0.682296172,0.007923806,0.512136552,0.162235814,3.549663718,0.05635908,0.001668399
-0.026568413,-0.119617711,0.16004717,1.05,0.029326862,2.711768156,0.168746209,0.03494492,0.039283785,0.094517504,2.509642047,0.010549575,0.022830324
-0.02761128,-0.112403893,0.163172796,1.05,0.04716922,5.477700863,0.267588849,0.016387188,0.11073316,0.140468501,5.129277475,0.076851867,0.003982673
-0.02965171,-0.111168844,0.213748449,1.2,0.057800976,3.06214165,0.332694832,0.002694658,0.176215667,0.153784507,2.60396727,0.11122388,0.014255667
-0.037569792,-0.117062838,0.154873545,1.1,0.035766029,2.823837902,0.464060084,0.023812789,0.318866712,0.121380583,2.302249432,0.043318467,0.014209919
-0.022804243,-0.101200913,0.184225193,1.100000001,0.023978082,1.165216243,0.158886999,0.020873503,0.005312618,0.132700877,0.944076128,0.048852504,0.013400612
-0.003856445,-0.113585486,0.182988365,1.1,0.052931868,2.695268423,0.459096162,0.024266134,0.364897746,0.069932282,2.133817806,0.07397828,0.028376174
-0.02530409,-0.0956141,0.130098578,1.149999999,0.010115117,0.226545507,0.155429704,0.011291131,0.101232631,0.042905942,0.005925269,0.03929976,0.025890774
-0.014324577,-0.081644994,0.125828865,1.100000001,0.076413685,0.936381514,0.510916974,0.000612345,0.302948901,0.207355728,0.369898972,0.024128945,0.031436624
-0.026791682,-0.105363907,0.169019237,1.15,0.018198756,4.016339713,0.090009558,0.013155676,0.024856393,0.051997489,3.899515574,0.013622542,0.01319204
-0.028627495,-0.10708104,0.171677046,1.100000001,0.010108802,5.822684788,0.152695885,0.005133126,0.117014647,0.030548111,5.639162521,0.022819305,0.008007077
-0.008810556,-0.107331422,0.129323971,1.1,0.007711192,3.554174594,0.045440609,0.015274054,0.025022813,0.005143741,3.484794323,0.021739909,0.002199753
-0.03574171,-0.112766135,0.204073326,1.1,0.017543267,5.48298591,0.119716009,0.015049366,0.093980964,0.010685679,5.285112201,0.063111256,0.015046445
-0.020096094,-0.133147994,0.183614834,1.2,0.070647312,4.463641238,0.523301081,0.007922601,0.305339156,0.210039324,3.855016687,0.072070213,0.013253257
