x,y,z
0.008547756,-0.013180725,0.611938579
0.234341878,-0.355151076,0.33722608
-0.004172113,-0.042578537,0.643760578
-0.155062796,-0.037395114,0.480237008
0.004742074,-0.141326454,0.292671791
-0.010290693,0.015141294,0.611982334
-0.132910177,0.115392212,0.292656509
-0.111335301,-0.098405023,0.395179613
-0.09585785,0.057156599,0.628831351
-0.031256343,-0.307459647,0.499176265
0.03105798,-0.217856854,0.154059327
-0.032318151,0.118969385,0.592091107
0.005833456,0.184977579,0.262140415
-0.0830314,0.029546145,0.574514518
0.000102744,0.116307994,0.624621232
-0.08857552,0.184477691,0.257289642
-0.085811083,-0.074003754,0.235415821
0.041952815,0.029926327,0.636130642
-0.051392218,-0.029028762,0.5753548
-0.014492962,-0.13887699,0.303151546
-0.088663353,-0.149076157,0.340607428
0.019448859,0.03341217,0.628282163
-0.115450352,0.158240743,0.267274332
0.340209769,-0.210105173,0.071352423
-0.108030673,-0.102668431,0.339727307
-0.043123528,-0.126289264,0.627126273
0.065705206,0.295585832,0.507997641
0.030311604,-0.068200359,0.614678635
-0.052680288,0.083927527,0.60164026
-0.064577729,-0.293323005,0.512844944
-0.104637174,-0.009574162,0.534115794
-0.011775529,0.159032917,0.328276297
-0.041882896,-0.046235528,0.527946463
0.120512521,0.305600611,0.498520975
-0.0948281,0.155017732,0.284036888
-0.015573857,0.123325471,0.201847274
-0.090419829,-0.090932694,0.200872284
0.395883229,-0.249983537,0.102571403
-0.06370548,-0.251403498,0.343343746
-0.001296142,-0.010166691,0.628535053
0.02867666,0.026214092,0.634957693
-0.046773877,0.1444256,0.61444583
0.008369063,0.016141314,0.633680967
0.03883627,-0.30107149,0.537191741
-0.092126776,0.138048759,0.604724302
0.184200737,-0.388240501,0.378511071
-0.081691913,-0.04709312,0.515868662
-0.100692638,-0.070638959,0.555311236
0.067608902,0.075027691,0.600834605
0.458475418,0.095104651,0.176020705
0.106079477,0.366368612,0.335766773
-0.0195671,-0.005395055,0.640450726
-0.159477279,0.081904481,0.451708607
0.060867243,-0.102147538,0.622531892
0.009517557,-0.166495638,0.609512267
-0.154426365,-0.044285149,0.492724421
-0.064466383,0.044131888,0.578095169
-0.129836491,-0.073292228,0.585740702
0.064757332,-0.11477967,0.099466978
-0.064338572,-0.037184548,0.5613599
0.008872729,-0.14753421,0.346767746
0.000641852,-0.048430454,0.642823889
0.013118548,-0.01180532,0.586932033
0.256223263,0.342574823,0.384112736
-0.106654805,-0.092431025,0.295764002
-0.061940219,0.049993207,0.623461278
-0.051786361,0.085992319,0.562362925
0.012868864,0.086612876,0.632126557
0.003301605,-0.190585808,0.59955082
-0.074379025,0.172048698,0.595435092
0.358314769,-0.313127239,0.168022209
0.053397169,-0.131235339,0.606291734
-0.059137449,0.116956254,0.425110692
-0.002331717,0.052736971,0.614932282
-0.064709724,0.147846607,0.213304928
-0.024901028,0.030333109,0.641316697
-0.098283905,-0.151828396,0.424543734
-0.145807173,-0.125950254,0.505290207
-0.086090581,-0.111298103,0.266205936
-0.151055754,-0.109003678,0.406655179
-0.017134471,0.009887319,0.637335154
-0.02351926,-0.22603879,0.583483695
-0.10031119,-0.089088464,0.526952676
-0.103713282,-0.082668002,0.334845222
-0.067321871,0.207889976,0.589651672
-0.015613455,-0.047061124,0.613198683
0.035999987,-0.029627983,0.620839191
-0.066862559,-0.172059966,0.571634523
0.010360461,0.150259385,0.269507988
-0.081442215,-0.124163159,0.343440886
-0.037828414,0.115473964,0.246698972
-0.065209426,0.079559657,0.219935063
-0.065059213,0.168627061,0.592850527
0.021147841,-0.135657463,0.625984708
-0.063270862,-0.08828934,0.207328143
-0.035793732,0.132365079,0.608108398
-0.052436648,0.018003103,0.632880513
-0.002456651,-0.047517699,0.615661724
-0.009448852,0.003776711,0.620250543
-0.068262082,-0.045430152,0.502954308
-0.014047989,-0.121632918,0.239399546
0.008379513,0.243204861,0.578327029
-0.045512394,0.023406431,0.585843983
0.321241558,0.289701343,0.112812967
0.081233685,0.1167958,0.120646817
-0.097031447,0.064955079,0.330984478
0.058201173,-0.075775705,0.230889082
0.104168809,0.012654177,0.629155395
0.169442998,0.086035219,0.595547795
-0.090128908,0.112829865,0.542004402
0.44485647,-0.169281694,0.135797999
-0.008288916,0.015964909,0.635013847
-0.091923029,-0.047613096,0.633070017
-0.030250513,0.12631822,0.370770799
0.06112539,-0.086328457,0.618237174
-0.043161688,0.121646585,0.467631337
-0.042283483,-0.037360268,0.61444554
-0.017201637,-0.06489306,0.639709059
0.005737471,0.012006836,0.591043273
-0.021170687,-0.030003635,0.60260749
-0.082390095,-0.088067933,0.623911539
-0.058650613,-0.035091509,0.636235886
-0.109911516,0.203878466,0.409740108
-0.022865193,-0.279603071,0.546129549
0.445140834,0.079785335,0.058575087
-0.033573552,-0.140013552,0.607361782
0.0091783,0.105945086,0.138502706
-0.055324985,0.043365156,0.55719892
-0.072317082,-0.195217458,0.340741446
-0.143623626,0.084877164,0.426245975
-0.111001616,-0.10367075,0.366810038
-0.019007103,-0.034836105,0.640095504
0.006845008,-0.002016389,0.619337822
0.448304357,-0.132307568,0.111125915
-0.012958131,0.027744012,0.546298904
0.033819936,-0.17323523,0.140067651
0.028676912,-0.060434548,0.634317981
-0.050286268,0.018276707,0.610816032
0.113749197,0.397860264,0.400914942
0.044033949,0.161767151,0.114799273
-0.110387938,0.042677512,0.538335882
-0.017506744,-0.147198386,0.531079328
0.017461319,-0.355034991,0.26991137
0.058393445,0.357893096,0.395718476
0.060126407,-0.279861563,0.487213665
-0.003029424,-0.1257682,0.159877446
0.011730588,-0.016455237,0.593357014
0.094839662,-0.314878553,0.497897693
-0.033761511,0.184622161,0.180229536
0.090878984,-0.148116833,0.051773576
-0.028971977,0.123906307,0.611477586
-0.011897984,0.004055348,0.621151701
-0.006000032,0.026119833,0.644459115
0.017856968,-0.008217063,0.5868253
-0.077524219,-0.146589957,0.282304079
0.263564101,-0.367424655,0.277694215
0.092175471,-0.02030459,0.629692294
0.245672642,-0.3071142,0.090484553
-0.042851342,0.013461888,0.625849101
-0.007955824,0.140573501,0.345232423
-0.092865337,0.034382667,0.626633616
-0.09987516,0.067796637,0.342599283
-0.14551595,0.0481962,0.502033043
-0.091004595,-0.143605668,0.239533896
0.101718008,0.124484986,0.051695073
-0.104778584,-0.016915268,0.579123124
-0.025047053,0.03868567,0.621542066
0.052095091,0.091269491,0.600244803
-0.087426073,-0.154180343,0.302145772
0.169695564,0.398631106,0.352051501
0.42525861,-0.20530127,0.153273077
0.108557365,-0.306935346,0.516245095
0.016298996,-0.026048025,0.617362148
-0.052143435,0.039807695,0.607758827
0.214967692,-0.394040862,0.212436888
-0.073273111,-0.156610473,0.3356767
-0.073427446,0.076946687,0.506942215
-0.042253243,-0.01019552,0.609359283
0.004556508,0.091812402,0.621202279
0.062252422,0.328114768,0.476912502
-0.002823175,-0.032433006,0.640607312
0.022871937,0.26969707,0.537265044
0.101129074,0.314636705,0.481817694
0.054128967,0.215153743,0.145901713
0.05471765,-0.021430255,0.603857352
-0.034029404,0.293727927,0.511077791
0.001418477,-0.031147083,0.624959806
0.007831373,-0.010569615,0.584022842
-0.032034921,0.093683503,0.60542919
-0.021480503,-0.099319846,0.205024448
-0.122036938,-0.034042487,0.358241935
-0.000208174,-0.307129749,0.44993459
0.036825374,-0.301573677,0.53017413
-0.080366854,0.012017977,0.519853218
-0.060354855,0.008210015,0.62404679
-0.070703559,-0.084676255,0.624202924
-0.003374416,-0.021887883,0.644872602
-0.024692066,-0.128881071,0.333100171
0.018917521,-0.09339528,0.200936874
-0.005495251,0.125915024,0.163347848
-0.113108975,-0.145831593,0.551640552
-0.017777477,0.168190933,0.608399788
-0.040423697,0.042719574,0.639109809
0.014262002,0.118618001,0.630514935
0.029755286,-0.02179676,0.640864964
-0.054997617,-0.131850186,0.533954906
-0.109750952,0.021361673,0.584645063
-0.165778716,-0.105482989,0.510949188
-0.051786338,0.121115476,0.156078948
-0.131918064,0.106006887,0.565768863
-0.013509358,-0.069532786,0.633601979
-0.042234967,-0.129371421,0.461549721
-0.105458216,0.068867017,0.411039641
-0.093713391,-0.048001542,0.445373157
0.359884528,0.254666388,0.082959466
-0.021912869,-0.219353583,0.558201747
0.119427029,-0.398201901,0.333398935
-0.10358328,0.004057968,0.53219667
0.272126012,-0.350327756,0.288651665
0.000818466,-0.109180587,0.099169125
0.435940921,-0.132978318,0.144565685
-0.021655121,-0.110940849,0.214752748
0.013000136,0.007068092,0.605747227
-0.063289944,-0.149402712,0.579837565
0.029555792,0.050583675,0.634529172
-0.039162111,0.08686474,0.24831576
-0.028131708,-0.090548885,0.616850266
0.030504594,0.006811678,0.610403571
-0.032953721,0.000377387,0.628304437
-0.00727667,0.036206776,0.587584513
-0.066540868,0.1152318,0.255490656
-0.088857305,-0.142588386,0.612835149
-0.049106277,0.074249628,0.61909795
-0.133760561,-0.063401425,0.457039823
0.007596024,-0.224554081,0.198652306
-0.030727891,0.138545907,0.241374784
-0.038865563,0.038146691,0.605246079
-0.079600465,-0.140257733,0.576028902
-0.103098103,-0.166783325,0.343201091
0.061129656,0.172798986,0.090625526
0.392111173,-0.22931023,0.18487812
0.051758681,-0.213080983,0.586354195
0.035768317,0.040833919,0.611054862
0.031315811,-0.028707078,0.638890469
0.095076156,0.15247035,0.588575689
-0.046718845,0.183233307,0.182335735
-0.069689238,-0.190870655,0.580940437
-0.057309112,-0.104644135,0.179907901
-0.09036797,-0.034882437,0.617695577
-0.00571491,-0.165160232,0.10694437
-0.08327401,-0.027854878,0.628695017
-0.043847889,-0.072531525,0.636869734
-0.031299415,-0.067297407,0.640434386
-0.086768868,-0.014577157,0.513183572
-0.014263685,0.132471443,0.608123581
-0.024111982,0.031195783,0.643534131
-0.062207216,-0.070739574,0.621804011
0.102049899,-0.30299034,0.457914045
-0.063826657,0.125139319,0.435815552
-0.043027154,0.078318905,0.213383962
-0.051478834,-0.124590419,0.341446268
-0.003783843,0.131116338,0.602972775
-0.00032893,0.000617955,0.609927735
0.069328668,0.081186947,0.632419221
-0.087365913,0.090613415,0.266817101
0.103517051,-0.096633929,0.624559771
0.420670812,-0.165715928,0.089679635
-0.053618482,-0.194276475,0.594614214
0.018025932,-0.198825232,0.253345145
-0.037276646,-0.047980021,0.631662709
0.24892004,-0.351540923,0.348431666
-0.086808243,-0.007689698,0.622405686
-0.055639458,0.075804458,0.603990761
-0.100119215,-0.103159052,0.381519047
0.05677241,0.040542284,0.624092138
-0.079657883,-0.256485903,0.543441963
0.439832992,-0.094130687,0.142928428
-0.106579498,-0.198530831,0.532211179
0.275314307,-0.302827154,0.411072956
0.149429285,0.366211831,0.396558609
-0.090231442,0.107397601,0.607811504
0.007302491,-0.017469003,0.633155511
-0.052167703,-0.152366395,0.59383599
-0.008449565,0.029048414,0.620465904
-0.059827865,0.016032909,0.599745752
-0.029575103,0.066530183,0.622698194
-0.047434405,-0.05987839,0.590416822
-0.017051007,0.270762594,0.50368731
-0.051921057,0.214575101,0.576994294
-0.034116968,-0.027208566,0.566523408
0.039144908,0.295385765,0.540474275
-0.027094439,0.005230693,0.538428241
0.000149715,-0.116117736,0.15877162
0.136997923,0.0590763,0.620317009
