episode,Success,Replay Memory,total numsteps,level
13248,0,167194,932936,4
13249,0,167450,933192,4
13250,1,167473,933215,4
13251,1,167550,933292,4
13252,0,167565,933307,4
13253,1,167579,933321,4
13254,0,167594,933336,4
13255,0,167611,933353,4
13256,1,167631,933373,4
13257,1,167648,933390,4
13258,1,167677,933419,4
13259,0,167933,933675,4
13260,1,168030,933772,4
13261,1,168057,933799,4
13262,0,168122,933864,4
13263,1,168149,933891,4
13264,0,168165,933907,4
13265,0,168179,933921,4
13266,0,168201,933943,4
13267,0,168217,933959,4
13268,0,168473,934215,4
13269,0,168493,934235,4
13270,1,168506,934248,4
13271,0,168525,934267,4
13272,1,168542,934284,4
13273,1,168558,934300,4
13274,0,168574,934316,4
13275,0,168593,934335,4
13276,1,168617,934359,4
13277,0,168634,934376,4
13278,1,168810,934552,4
13279,0,168838,934580,4
13280,0,168856,934598,4
13281,1,168870,934612,4
13282,0,168886,934628,4
13283,1,168920,934662,4
13284,1,168959,934701,4
13285,1,168988,934730,4
13286,1,168996,934738,4
13287,0,169021,934763,4
13288,1,169037,934779,4
13289,1,169089,934831,4
13290,0,169103,934845,4
13291,0,169118,934860,4
13292,0,169133,934875,4
13293,0,169150,934892,4
13294,0,169165,934907,4
13295,0,169421,935163,4
13296,1,169519,935261,4
13297,0,169775,935517,4
13298,1,169808,935550,4
13299,1,169837,935579,4
13300,1,169866,935608,4
13301,1,169895,935637,4
13302,1,169907,935649,4
13303,1,169928,935670,4
13304,0,169953,935695,4
13305,0,169968,935710,4
13306,0,169982,935724,4
13307,0,169997,935739,4
13308,0,170012,935754,4
13309,0,170268,936010,4
13310,0,170293,936035,4
13311,0,170312,936054,4
13312,1,170337,936079,4
13313,0,170351,936093,4
13314,0,170366,936108,4
13315,0,170387,936129,4
13316,0,170404,936146,4
13317,0,170466,936208,4
13318,0,170722,936464,4
13319,0,170978,936720,4
13320,1,171009,936751,4
13321,1,171039,936781,4
13322,0,171056,936798,4
13323,1,171069,936811,4
13324,0,171325,937067,4
13325,0,171349,937091,4
13326,0,171605,937347,4
13327,1,171637,937379,4
13328,1,171677,937419,4
13329,0,171933,937675,4
13330,1,171950,937692,4
13331,1,172001,937743,4
13332,0,172020,937762,4
13333,0,172276,938018,4
13334,1,172328,938070,4
13335,1,172351,938093,4
13336,0,172607,938349,4
13337,0,172621,938363,4
13338,1,172650,938392,4
13339,1,172670,938412,4
13340,1,172689,938431,4
13341,0,172720,938462,4
13342,0,172735,938477,4
13343,0,172991,938733,4
13344,0,173006,938748,4
13345,1,173120,938862,4
13346,1,173151,938893,4
13347,1,173173,938915,4
13348,1,173188,938930,4
13349,1,173200,938942,4
13350,1,173223,938965,4
13351,0,173238,938980,4
13352,0,173262,939004,4
13353,0,173277,939019,4
13354,0,173533,939275,4
13355,0,173789,939531,4
13356,1,173819,939561,4
13357,0,173834,939576,4
13358,0,173851,939593,4
13359,0,173875,939617,4
13360,1,173948,939690,4
13361,1,174064,939806,4
13362,0,174320,940062,4
13363,0,174576,940318,4
13364,1,174646,940388,4
13365,0,174902,940644,4
13366,1,174918,940660,4
13367,1,174952,940694,4
13368,0,174968,940710,4
13369,0,174983,940725,4
13370,0,175020,940762,4
13371,1,175043,940785,4
13372,1,175116,940858,4
13373,1,175138,940880,4
13374,0,175153,940895,4
13375,0,175168,940910,4
13376,0,175184,940926,4
13377,1,175197,940939,4
13378,1,175225,940967,4
13379,0,175240,940982,4
13380,1,175265,941007,4
13381,0,175285,941027,4
13382,0,175309,941051,4
13383,0,175324,941066,4
13384,1,175340,941082,4
13385,0,175360,941102,4
13386,1,175385,941127,4
13387,0,175417,941159,4
13388,0,175432,941174,4
13389,0,175688,941430,4
13390,1,175770,941512,4
13391,1,175878,941620,4
13392,0,175898,941640,4
13393,0,175914,941656,4
13394,1,176013,941755,4
13395,0,176028,941770,4
13396,0,176052,941794,4
13397,1,176180,941922,4
13398,0,176195,941937,4
13399,1,176229,941971,4
13400,0,176244,941986,4
13401,1,176265,942007,4
13402,1,176287,942029,4
13403,0,176303,942045,4
13404,0,176339,942081,4
13405,0,176354,942096,4
13406,0,176610,942352,4
13407,0,176626,942368,4
13408,1,176651,942393,4
13409,1,176681,942423,4
13410,0,176703,942445,4
13411,1,176718,942460,4
13412,0,176736,942478,4
13413,0,176756,942498,4
13414,0,176777,942519,4
13415,0,176791,942533,4
13416,1,176813,942555,4
13417,1,176840,942582,4
13418,1,176877,942619,4
13419,0,176891,942633,4
13420,1,176911,942653,4
13421,0,176937,942679,4
13422,0,176952,942694,4
13423,1,176980,942722,4
13424,1,177003,942745,4
13425,0,177259,943001,4
13426,1,177337,943079,4
13427,0,177593,943335,4
13428,0,177609,943351,4
13429,0,177625,943367,4
13430,1,177649,943391,4
13431,1,177671,943413,4
13432,1,177702,943444,4
13433,1,177718,943460,4
13434,0,177752,943494,4
13435,0,178008,943750,4
13436,0,178022,943764,4
13437,0,178278,944020,4
13438,1,178301,944043,4
13439,1,178363,944105,4
13440,0,178393,944135,4
13441,0,178409,944151,4
13442,1,178455,944197,4
13443,1,178479,944221,4
13444,0,178494,944236,4
13445,0,178513,944255,4
13446,1,178536,944278,4
13447,0,178551,944293,4
13448,1,178590,944332,4
13449,1,178636,944378,4
13450,0,178892,944634,4
13451,0,178909,944651,4
13452,0,179165,944907,4
13453,0,179180,944922,4
13454,1,179204,944946,4
13455,0,179236,944978,4
13456,1,179241,944983,4
13457,0,179256,944998,4
13458,1,179291,945033,4
13459,0,179547,945289,4
13460,0,179563,945305,4
13461,0,179819,945561,4
13462,0,179833,945575,4
13463,1,179882,945624,4
13464,1,179907,945649,4
13465,0,179923,945665,4
13466,1,179952,945694,4
13467,1,179964,945706,4
13468,0,179978,945720,4
13469,0,179994,945736,4
13470,0,180013,945755,4
13471,1,180026,945768,4
13472,0,180045,945787,4
13473,1,180073,945815,4
13474,1,180102,945844,4
13475,0,180117,945859,4
13476,0,180132,945874,4
13477,0,180151,945893,4
13478,1,180214,945956,4
13479,1,180233,945975,4
13480,1,180254,945996,4
13481,0,180277,946019,4
13482,1,180384,946126,4
13483,0,180399,946141,4
13484,0,180416,946158,4
13485,0,180672,946414,4
13486,0,180688,946430,4
13487,0,180944,946686,4
13488,1,181091,946833,4
13489,1,181104,946846,4
13490,0,181360,947102,4
13491,0,181375,947117,4
13492,0,181398,947140,4
13493,1,181421,947163,4
13494,1,181422,947164,4
13495,0,181437,947179,4
13496,0,181452,947194,4
13497,0,181466,947208,4
13498,0,181481,947223,4
13499,0,181737,947479,4
13500,1,181956,947698,4
13501,0,181971,947713,4
13502,0,181987,947729,4
13503,0,182002,947744,4
13504,0,182029,947771,4
13505,0,182095,947837,4
13506,1,182115,947857,4
13507,1,182201,947943,4
13508,1,182348,948090,4
13509,0,182362,948104,4
13510,0,182618,948360,4
13511,1,182649,948391,4
13512,0,182670,948412,4
13513,0,182686,948428,4
13514,1,182704,948446,4
13515,0,182727,948469,4
13516,1,182755,948497,4
13517,0,182771,948513,4
13518,0,182789,948531,4
13519,1,182826,948568,4
13520,0,182844,948586,4
13521,0,183100,948842,4
13522,0,183116,948858,4
13523,0,183372,949114,4
13524,1,183395,949137,4
13525,0,183417,949159,4
13526,1,183440,949182,4
13527,0,183459,949201,4
13528,0,183474,949216,4
13529,0,183730,949472,4
13530,0,183748,949490,4
13531,1,183757,949499,4
13532,0,183789,949531,4
13533,0,183803,949545,4
13534,0,183824,949566,4
13535,1,183851,949593,4
13536,0,183868,949610,4
13537,0,183883,949625,4
13538,0,183897,949639,4
13539,0,183912,949654,4
13540,1,183987,949729,4
13541,1,184020,949762,4
13542,1,184041,949783,4
13543,0,184297,950039,4
13544,0,184311,950053,4
13545,1,184324,950066,4
13546,1,184349,950091,4
13547,0,184605,950347,4
13548,0,184620,950362,4
13549,0,184635,950377,4
13550,0,184652,950394,4
13551,0,184668,950410,4
13552,0,184924,950666,4
13553,0,184938,950680,4
13554,1,184961,950703,4
13555,0,185217,950959,4
13556,1,185257,950999,4
13557,0,185273,951015,4
13558,0,185288,951030,4
13559,0,185544,951286,4
13560,0,185571,951313,4
13561,1,185599,951341,4
13562,0,185615,951357,4
13563,1,185641,951383,4
13564,1,185665,951407,4
13565,0,185680,951422,4
13566,1,185692,951434,4
13567,1,185735,951477,4
13568,1,185758,951500,4
13569,1,185770,951512,4
13570,0,185785,951527,4
13571,0,185802,951544,4
13572,1,185840,951582,4
13573,1,185894,951636,4
13574,0,185908,951650,4
13575,1,185944,951686,4
13576,0,185959,951701,4
13577,0,185976,951718,4
13578,1,186005,951747,4
13579,0,186025,951767,4
13580,1,186047,951789,4
13581,0,186062,951804,4
13582,1,186103,951845,4
13583,1,186141,951883,4
13584,0,186156,951898,4
13585,0,186183,951925,4
13586,0,186199,951941,4
13587,0,186215,951957,4
13588,0,186230,951972,4
13589,1,186289,952031,4
13590,1,186304,952046,4
13591,1,186332,952074,4
13592,1,186378,952120,4
13593,0,186393,952135,4
13594,1,186430,952172,4
13595,1,186683,952425,4
13596,1,186688,952430,4
13597,0,186706,952448,4
13598,0,186962,952704,4
13599,0,186978,952720,4
13600,0,187004,952746,4
13601,0,187260,953002,4
13602,1,187286,953028,4
13603,0,187301,953043,4
13604,1,187328,953070,4
13605,0,187348,953090,4
13606,1,187377,953119,4
13607,0,187392,953134,4
13608,0,187408,953150,4
13609,0,187423,953165,4
13610,0,187438,953180,4
13611,1,187475,953217,4
13612,0,187496,953238,4
13613,0,187752,953494,4
13614,0,187771,953513,4
13615,1,187782,953524,4
13616,1,187838,953580,4
13617,0,188094,953836,4
13618,0,188109,953851,4
13619,0,188127,953869,4
13620,1,188152,953894,4
13621,0,188408,954150,4
13622,0,188664,954406,4
13623,1,188677,954419,4
13624,0,188694,954436,4
13625,1,188707,954449,4
13626,1,188718,954460,4
13627,1,188745,954487,4
13628,0,189001,954743,4
13629,0,189016,954758,4
13630,1,189040,954782,4
13631,1,189059,954801,4
13632,1,189196,954938,4
13633,1,189399,955141,4
13634,1,189441,955183,4
13635,1,189658,955400,4
13636,0,189678,955420,4
13637,1,189693,955435,4
13638,1,189720,955462,4
13639,1,189758,955500,4
13640,0,189774,955516,4
13641,1,189825,955567,4
13642,1,189851,955593,4
13643,0,189867,955609,4
13644,0,189884,955626,4
13645,1,189919,955661,4
13646,0,189940,955682,4
13647,0,189956,955698,4
13648,1,189978,955720,4
13649,0,189993,955735,4
13650,1,190011,955753,4
13651,0,190061,955803,4
13652,1,190094,955836,4
13653,0,190110,955852,4
13654,0,190126,955868,4
13655,0,190142,955884,4
13656,0,190158,955900,4
13657,1,190182,955924,4
13658,1,190214,955956,4
13659,1,190242,955984,4
13660,0,190267,956009,4
13661,1,190288,956030,4
13662,0,190303,956045,4
13663,0,190318,956060,4
13664,1,190344,956086,4
13665,0,190360,956102,4
13666,0,190375,956117,4
13667,1,190392,956134,4
13668,1,190415,956157,4
13669,0,190448,956190,4
13670,0,190468,956210,4
13671,0,190486,956228,4
13672,1,190506,956248,4
13673,1,190529,956271,4
13674,1,190545,956287,4
13675,0,190560,956302,4
13676,0,190576,956318,4
13677,1,190592,956334,4
13678,1,190603,956345,4
13679,0,190620,956362,4
13680,0,190637,956379,4
13681,0,190652,956394,4
13682,0,190672,956414,4
13683,0,190686,956428,4
13684,0,190712,956454,4
13685,0,190733,956475,4
13686,0,190747,956489,4
13687,0,190764,956506,4
13688,0,190779,956521,4
13689,0,190795,956537,4
13690,0,190810,956552,4
13691,1,190905,956647,4
13692,0,190933,956675,4
13693,1,190957,956699,4
13694,1,190970,956712,4
13695,1,190995,956737,4
13696,1,191007,956749,4
13697,1,191116,956858,4
13698,1,191152,956894,4
13699,0,191181,956923,4
13700,0,191437,957179,4
13701,1,191515,957257,4
13702,0,191531,957273,4
13703,0,191546,957288,4
13704,1,191561,957303,4
13705,1,191614,957356,4
13706,0,191634,957376,4
13707,0,191714,957456,4
13708,0,191731,957473,4
13709,1,191778,957520,4
13710,0,192034,957776,4
13711,0,192290,958032,4
13712,1,192301,958043,4
13713,0,192557,958299,4
13714,0,192578,958320,4
13715,1,192609,958351,4
13716,1,192638,958380,4
13717,1,192672,958414,4
13718,0,192688,958430,4
13719,0,192708,958450,4
13720,0,192964,958706,4
13721,0,193220,958962,4
13722,0,193236,958978,4
13723,1,193270,959012,4
13724,1,193293,959035,4
13725,1,193326,959068,4
13726,0,193582,959324,4
13727,1,193598,959340,4
13728,0,193613,959355,4
13729,1,193635,959377,4
13730,0,193649,959391,4
13731,1,193717,959459,4
13732,0,193973,959715,4
13733,1,194000,959742,4
13734,1,194013,959755,4
13735,1,194046,959788,4
13736,0,194074,959816,4
13737,1,194085,959827,4
13738,0,194099,959841,4
13739,1,194126,959868,4
13740,0,194141,959883,4
13741,1,194181,959923,4
13742,0,194196,959938,4
13743,0,194210,959952,4
13744,0,194229,959971,4
13745,0,194258,960000,4
13746,1,194290,960032,4
13747,0,194305,960047,4
13748,1,194326,960068,4
13749,0,194357,960099,4
13750,0,194403,960145,4
13751,1,194419,960161,4
13752,0,194436,960178,4
13753,0,194692,960434,4
13754,0,194707,960449,4
13755,1,194742,960484,4
13756,1,194771,960513,4
13757,0,194796,960538,4
13758,1,194810,960552,4
13759,0,194828,960570,4
13760,1,194844,960586,4
13761,1,194904,960646,4
13762,1,195051,960793,4
13763,0,195076,960818,4
13764,0,195092,960834,4
13765,0,195108,960850,4
13766,0,195136,960878,4
13767,1,195159,960901,4
13768,1,195183,960925,4
13769,1,195204,960946,4
13770,0,195225,960967,4
13771,1,195266,961008,4
13772,1,195384,961126,4
13773,1,195410,961152,4
13774,0,195427,961169,4
13775,0,195441,961183,4
13776,0,195457,961199,4
13777,0,195474,961216,4
13778,0,195491,961233,4
13779,1,195505,961247,4
13780,1,195517,961259,4
13781,0,195695,961437,4
13782,1,195733,961475,4
13783,0,195748,961490,4
13784,0,195859,961601,4
13785,1,195886,961628,4
13786,0,195901,961643,4
13787,0,196157,961899,4
13788,0,196191,961933,4
13789,1,196238,961980,4
13790,0,196494,962236,4
13791,1,196529,962271,4
13792,0,196543,962285,4
13793,1,196563,962305,4
13794,1,196584,962326,4
13795,1,196661,962403,4
13796,1,196676,962418,4
13797,1,196706,962448,4
13798,0,196721,962463,4
13799,0,196739,962481,4
13800,1,196961,962703,4
13801,1,196980,962722,4
13802,0,197028,962770,4
13803,0,197043,962785,4
13804,1,197060,962802,4
13805,0,197082,962824,4
13806,0,197099,962841,4
13807,0,197122,962864,4
13808,0,197142,962884,4
13809,1,197159,962901,4
13810,1,197199,962941,4
13811,0,197225,962967,4
13812,1,197237,962979,4
13813,0,197493,963235,4
13814,1,197524,963266,4
13815,0,197540,963282,4
13816,1,197566,963308,4
13817,0,197599,963341,4
13818,0,197615,963357,4
13819,1,197634,963376,4
13820,1,197650,963392,4
13821,1,197686,963428,4
13822,1,197722,963464,4
13823,0,197748,963490,4
13824,0,197770,963512,4
13825,1,197799,963541,4
13826,1,197823,963565,4
13827,1,197834,963576,4
13828,0,197856,963598,4
13829,1,197878,963620,4
13830,1,197910,963652,4
13831,1,197948,963690,4
13832,1,197957,963699,4
13833,0,198213,963955,4
13834,0,198228,963970,4
13835,0,198243,963985,4
13836,1,198279,964021,4
13837,0,198295,964037,4
13838,1,198306,964048,4
13839,1,198334,964076,4
13840,0,198382,964124,4
13841,0,198396,964138,4
13842,0,198421,964163,4
13843,1,198448,964190,4
13844,1,198599,964341,4
13845,0,198615,964357,4
13846,0,198637,964379,4
13847,0,198652,964394,4
13848,1,198704,964446,4
13849,0,198730,964472,4
13850,0,198986,964728,4
13851,0,199010,964752,4
13852,0,199034,964776,4
13853,0,199054,964796,4
13854,0,199068,964810,4
13855,0,199110,964852,4
13856,0,199127,964869,4
13857,1,199164,964906,4
13858,0,199185,964927,4
13859,1,199199,964941,4
13860,1,199213,964955,4
13861,0,199240,964982,4
13862,0,199261,965003,4
13863,1,199292,965034,4
13864,1,199308,965050,4
13865,0,199329,965071,4
13866,1,199373,965115,4
13867,0,199394,965136,4
13868,0,199410,965152,4
13869,0,199428,965170,4
13870,1,199446,965188,4
13871,1,199491,965233,4
13872,1,199520,965262,4
13873,1,199567,965309,4
13874,1,199591,965333,4
13875,0,199847,965589,4
13876,0,199865,965607,4
13877,1,199889,965631,4
13878,1,199921,965663,4
13879,0,199946,965688,4
13880,0,200202,965944,4
13881,1,200222,965964,4
13882,1,200245,965987,4
13883,1,200263,966005,4
13884,0,200281,966023,4
13885,0,200295,966037,4
13886,0,200311,966053,4
13887,0,200327,966069,4
13888,0,200351,966093,4
13889,0,200365,966107,4
13890,0,200379,966121,4
13891,0,200396,966138,4
13892,1,200417,966159,4
13893,1,200437,966179,4
13894,1,200452,966194,4
13895,0,200474,966216,4
13896,0,200505,966247,4
13897,0,200520,966262,4
13898,1,200540,966282,4
13899,1,200562,966304,4
13900,1,200587,966329,4
13901,1,200622,966364,4
13902,1,200642,966384,4
13903,0,200898,966640,4
13904,0,200914,966656,4
13905,1,200929,966671,4
13906,0,201185,966927,4
13907,0,201202,966944,4
13908,0,201220,966962,4
13909,1,201293,967035,4
13910,0,201308,967050,4
13911,0,201564,967306,4
13912,1,201576,967318,4
13913,1,201599,967341,4
13914,0,201614,967356,4
13915,0,201631,967373,4
13916,0,201887,967629,4
13917,0,201902,967644,4
13918,0,201916,967658,4
13919,0,201931,967673,4
13920,0,202187,967929,4
13921,1,202198,967940,4
13922,1,202230,967972,4
13923,1,202248,967990,4
13924,1,202269,968011,4
13925,0,202284,968026,4
13926,1,202314,968056,4
13927,0,202329,968071,4
13928,0,202585,968327,4
13929,1,202598,968340,4
13930,0,202616,968358,4
13931,0,202650,968392,4
13932,1,202676,968418,4
13933,0,202691,968433,4
13934,1,202737,968479,4
13935,1,202760,968502,4
13936,1,202775,968517,4
13937,1,202852,968594,4
13938,0,202868,968610,4
13939,0,202908,968650,4
13940,0,202923,968665,4
13941,0,202943,968685,4
13942,1,203001,968743,4
13943,0,203051,968793,4
13944,1,203063,968805,4
13945,1,203074,968816,4
13946,0,203094,968836,4
13947,0,203110,968852,4
13948,1,203132,968874,4
13949,0,203147,968889,4
13950,1,203190,968932,4
13951,0,203205,968947,4
13952,0,203221,968963,4
13953,0,203237,968979,4
13954,0,203254,968996,4
13955,0,203273,969015,4
13956,0,203291,969033,4
13957,1,203334,969076,4
13958,1,203357,969099,4
13959,1,203379,969121,4
13960,1,203408,969150,4
13961,1,203429,969171,4
13962,0,203444,969186,4
13963,0,203459,969201,4
13964,1,203513,969255,4
13965,1,203530,969272,4
13966,0,203545,969287,4
13967,1,203568,969310,4
13968,0,203584,969326,4
13969,0,203599,969341,4
13970,1,203640,969382,4
13971,0,203896,969638,4
13972,1,203939,969681,4
13973,0,203954,969696,4
13974,1,203973,969715,4
13975,0,203998,969740,4
13976,0,204013,969755,4
13977,1,204023,969765,4
13978,0,204045,969787,4
13979,0,204301,970043,4
13980,1,204320,970062,4
13981,1,204348,970090,4
13982,0,204364,970106,4
13983,0,204379,970121,4
13984,0,204399,970141,4
13985,0,204415,970157,4
13986,1,204436,970178,4
13987,1,204460,970202,4
13988,1,204565,970307,4
13989,0,204584,970326,4
13990,0,204599,970341,4
13991,0,204627,970369,4
13992,0,204883,970625,4
13993,1,204947,970689,4
13994,1,204966,970708,4
13995,0,204987,970729,4
13996,1,205008,970750,4
13997,0,205023,970765,4
13998,0,205043,970785,4
13999,1,205103,970845,4
14000,1,205128,970870,4
14001,0,205173,970915,4
14002,1,205198,970940,4
14003,1,205224,970966,4
14004,1,205251,970993,4
14005,0,205266,971008,4
14006,0,205282,971024,4
14007,1,205306,971048,4
14008,1,205319,971061,4
14009,1,205351,971093,4
14010,1,205390,971132,4
14011,1,205443,971185,4
14012,1,205461,971203,4
14013,1,205492,971234,4
14014,1,205542,971284,4
14015,0,205558,971300,4
14016,0,205593,971335,4
14017,1,205627,971369,4
14018,0,205642,971384,4
14019,0,205657,971399,4
14020,1,205694,971436,4
14021,0,205709,971451,4
14022,1,205757,971499,4
14023,0,205784,971526,4
14024,0,205810,971552,4
14025,0,205826,971568,4
14026,1,205924,971666,4
14027,0,205943,971685,4
14028,1,205981,971723,4
14029,0,205999,971741,4
14030,0,206019,971761,4
14031,0,206034,971776,4
14032,0,206049,971791,4
14033,0,206077,971819,4
14034,0,206092,971834,4
14035,0,206108,971850,4
14036,0,206123,971865,4
14037,0,206142,971884,4
14038,1,206207,971949,4
14039,1,206252,971994,4
14040,0,206280,972022,4
14041,0,206300,972042,4
14042,0,206556,972298,4
14043,1,206568,972310,4
14044,1,206593,972335,4
14045,0,206608,972350,4
14046,1,206639,972381,4
14047,1,206666,972408,4
14048,0,206682,972424,4
14049,0,206698,972440,4
14050,0,206713,972455,4
14051,0,206969,972711,4
14052,1,206995,972737,4
14053,0,207027,972769,4
14054,1,207048,972790,4
14055,0,207064,972806,4
14056,0,207320,973062,4
14057,1,207370,973112,4
14058,0,207387,973129,4
14059,1,207406,973148,4
14060,0,207430,973172,4
14061,0,207445,973187,4
14062,0,207478,973220,4
14063,0,207493,973235,4
14064,1,207723,973465,4
14065,0,207739,973481,4
14066,1,207766,973508,4
14067,1,207813,973555,4
14068,1,207836,973578,4
14069,1,207865,973607,4
14070,1,207888,973630,4
14071,0,207909,973651,4
14072,0,207955,973697,4
14073,0,207970,973712,4
14074,1,208001,973743,4
14075,1,208031,973773,4
14076,1,208064,973806,4
14077,0,208320,974062,4
14078,0,208336,974078,4
14079,1,208356,974098,4
14080,0,208374,974116,4
14081,0,208395,974137,4
14082,0,208410,974152,4
14083,1,208450,974192,4
14084,1,208504,974246,4
14085,0,208555,974297,4
14086,1,208569,974311,4
14087,1,208584,974326,4
14088,0,208599,974341,4
14089,1,208638,974380,4
14090,1,208664,974406,4
14091,0,208679,974421,4
14092,1,208702,974444,4
14093,0,208733,974475,4
14094,0,208749,974491,4
14095,0,208800,974542,4
14096,0,208816,974558,4
14097,1,208848,974590,4
14098,0,208863,974605,4
14099,0,209119,974861,4
14100,1,209142,974884,4
14101,1,209218,974960,4
14102,1,209231,974973,4
14103,1,209260,975002,4
14104,0,209516,975258,4
14105,0,209535,975277,4
14106,1,209573,975315,4
14107,1,209581,975323,4
14108,0,209596,975338,4
14109,1,209608,975350,4
14110,1,209631,975373,4
14111,1,209644,975386,4
14112,0,209659,975401,4
14113,1,209687,975429,4
14114,0,209703,975445,4
14115,0,209717,975459,4
14116,0,209733,975475,4
14117,0,209748,975490,4
14118,0,209766,975508,4
14119,0,209826,975568,4
14120,1,209867,975609,4
14121,1,209880,975622,4
14122,0,210136,975878,4
14123,0,210151,975893,4
14124,0,210171,975913,4
14125,1,210284,976026,4
14126,0,210305,976047,4
14127,0,210321,976063,4
14128,0,210336,976078,4
14129,0,210351,976093,4
14130,0,210607,976349,4
14131,1,210659,976401,4
14132,0,210674,976416,4
14133,0,210689,976431,4
14134,1,210726,976468,4
14135,1,210737,976479,4
14136,0,210758,976500,4
14137,1,210778,976520,4
14138,0,210815,976557,4
14139,1,210838,976580,4
14140,1,210858,976600,4
14141,0,210875,976617,4
14142,1,211109,976851,4
14143,0,211128,976870,4
14144,1,211144,976886,4
14145,0,211159,976901,4
14146,0,211197,976939,4
14147,0,211453,977195,4
14148,1,211467,977209,4
14149,0,211482,977224,4
14150,1,211517,977259,4
14151,1,211553,977295,4
14152,0,211568,977310,4
14153,1,211574,977316,4
14154,0,211588,977330,4
14155,0,211604,977346,4
14156,1,211643,977385,4
14157,1,211703,977445,4
14158,0,211959,977701,4
14159,0,212178,977920,4
14160,1,212208,977950,4
14161,1,212219,977961,4
14162,1,212252,977994,4
14163,0,212273,978015,4
14164,0,212456,978198,4
14165,1,212601,978343,4
14166,1,212635,978377,4
14167,0,212649,978391,4
14168,0,212663,978405,4
14169,1,212686,978428,4
14170,1,212726,978468,4
14171,1,212752,978494,4
14172,0,213008,978750,4
14173,0,213030,978772,4
14174,1,213046,978788,4
14175,1,213102,978844,4
14176,0,213117,978859,4
14177,1,213141,978883,4
14178,1,213167,978909,4
14179,1,213190,978932,4
14180,1,213233,978975,4
14181,1,213263,979005,4
14182,1,213352,979094,4
14183,1,213385,979127,4
14184,0,213641,979383,4
14185,1,213677,979419,4
14186,1,213708,979450,4
14187,0,213725,979467,4
14188,0,213981,979723,4
14189,0,214237,979979,4
14190,0,214493,980235,4
14191,0,214517,980259,4
14192,0,214532,980274,4
14193,0,214555,980297,4
14194,0,214571,980313,4
14195,0,214827,980569,4
14196,1,214848,980590,4
14197,1,214920,980662,4
14198,0,214955,980697,4
14199,0,215028,980770,4
14200,0,215284,981026,4
14201,1,215313,981055,4
14202,1,215374,981116,4
14203,1,215404,981146,4
14204,1,215433,981175,4
14205,1,215448,981190,4
14206,1,215561,981303,4
14207,0,215590,981332,4
14208,0,215608,981350,4
14209,1,215863,981605,4
14210,1,215879,981621,4
14211,0,215966,981708,4
14212,1,215989,981731,4
14213,1,216004,981746,4
14214,0,216260,982002,4
14215,0,216276,982018,4
14216,0,216532,982274,4
14217,0,216550,982292,4
14218,0,216806,982548,4
14219,1,216820,982562,4
14220,0,216836,982578,4
14221,1,216859,982601,4
14222,1,216901,982643,4
14223,1,216913,982655,4
14224,0,217169,982911,4
14225,0,217184,982926,4
14226,1,217343,983085,4
14227,0,217358,983100,4
14228,0,217378,983120,4
14229,1,217393,983135,4
14230,1,217425,983167,4
14231,0,217681,983423,4
14232,1,217706,983448,4
14233,0,217723,983465,4
14234,1,217742,983484,4
14235,0,217761,983503,4
14236,1,217784,983526,4
14237,1,217800,983542,4
14238,0,217816,983558,4
14239,0,218072,983814,4
14240,1,218099,983841,4
14241,0,218113,983855,4
14242,0,218147,983889,4
14243,1,218164,983906,4
14244,0,218179,983921,4
14245,0,218201,983943,4
14246,1,218218,983960,4
14247,0,218263,984005,4
14248,0,218279,984021,4
14249,0,218535,984277,4
14250,1,218543,984285,4
14251,0,218564,984306,4
14252,1,218600,984342,4
14253,0,218616,984358,4
14254,0,218631,984373,4
14255,1,218651,984393,4
14256,0,218674,984416,4
14257,0,218688,984430,4
14258,0,218717,984459,4
14259,1,218774,984516,4
14260,0,218789,984531,4
14261,1,218832,984574,4
14262,0,218847,984589,4
14263,1,218894,984636,4
14264,0,218910,984652,4
14265,0,218925,984667,4
14266,1,218947,984689,4
14267,1,218961,984703,4
14268,0,219217,984959,4
14269,0,219233,984975,4
14270,0,219249,984991,4
14271,0,219505,985247,4
14272,1,219542,985284,4
14273,0,219557,985299,4
14274,0,219573,985315,4
14275,0,219595,985337,4
14276,0,219616,985358,4
14277,0,219872,985614,4
14278,0,219915,985657,4
14279,0,219940,985682,4
14280,1,219977,985719,4
14281,0,220003,985745,4
14282,1,220027,985769,4
14283,0,220041,985783,4
14284,0,220059,985801,4
14285,0,220077,985819,4
14286,0,220333,986075,4
14287,0,220348,986090,4
14288,0,220371,986113,4
14289,1,220397,986139,4
14290,0,220430,986172,4
14291,0,220686,986428,4
14292,0,220701,986443,4
14293,0,220716,986458,4
14294,0,220972,986714,4
14295,1,221008,986750,4
14296,1,221018,986760,4
14297,1,221029,986771,4
14298,0,221044,986786,4
14299,0,221058,986800,4
14300,1,221090,986832,4
14301,0,221117,986859,4
14302,1,221140,986882,4
14303,0,221155,986897,4
14304,0,221174,986916,4
14305,0,221430,987172,4
14306,0,221686,987428,4
14307,0,221703,987445,4
14308,0,221719,987461,4
14309,0,221734,987476,4
14310,0,221759,987501,4
14311,0,221777,987519,4
14312,1,221789,987531,4
14313,1,221803,987545,4
14314,0,221824,987566,4
14315,1,221853,987595,4
14316,1,221864,987606,4
14317,1,221896,987638,4
14318,0,221914,987656,4
14319,0,221930,987672,4
14320,1,221991,987733,4
14321,1,222018,987760,4
14322,1,222065,987807,4
